family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
js_hungarian,alt,alt_top2,12,0.5,,200,0.01,0.003,0.036,0.01,0.39,0.91,0.495,0.005,0.855
js_hungarian,nat,nat_top1,20,1.0,,200,0.575,0.506,0.641,0.63,0.37,0.905,0.48,0.54,0.66
js_hungarian,nat,nat_top2,8,0.5,,200,0.545,0.476,0.613,0.6,0.4,0.89,0.45,0.54,0.66
py_abbrev,nat,base,0,0.0,,200,0.13,0.09,0.184,0.14,0.42,0.9,0.45,0.12,0.725
py_abbrev,alt,base,0,0.0,,200,0.385,0.32,0.454,0.44,0.42,0.9,0.45,0.37,0.755
py_abbrev,alt,alt_top1,6,0.5,,200,0.41,0.344,0.479,0.44,0.45,0.91,0.41,0.37,0.755
py_abbrev,alt,alt_top2,4,1.0,,200,0.345,0.283,0.413,0.39,0.485,0.865,0.485,0.37,0.755
py_abbrev,nat,nat_top1,20,4.0,,200,0.135,0.094,0.189,0.14,0.49,0.9,0.48,0.12,0.725
py_abbrev,nat,nat_top2,24,2.0,,200,0.13,0.09,0.184,0.145,0.47,0.88,0.435,0.12,0.725
py_quotes,nat,base,0,0.0,,192,0.281,0.222,0.349,0.302,0.354,0.927,0.406,0.266,0.812
py_quotes,alt,base,0,0.0,,192,0.333,0.27,0.403,0.344,0.354,0.927,0.406,0.333,0.719
py_quotes,alt,alt_top1,24,2.0,,192,0.484,0.415,0.555,0.51,0.318,0.927,0.401,0.333,0.719
py_quotes,alt,alt_top2,24,4.0,,192,0.443,0.374,0.513,0.474,0.354,0.865,0.422,0.333,0.719
py_quotes,nat,nat_top1,24,0.5,,192,0.312,0.251,0.381,0.359,0.344,0.906,0.401,0.266,0.812
py_quotes,nat,nat_top2,24,1.0,,192,0.406,0.339,0.477,0.453,0.375,0.932,0.417,0.266,0.812
js_quotes,nat,base,0,0.0,,189,0.201,0.15,0.264,0.212,0.238,0.952,0.333,0.159,0.778
js_quotes,alt,base,0,0.0,,189,0.534,0.463,0.604,0.55,0.238,0.952,0.333,0.492,0.799
js_quotes,alt,alt_top1,24,1.0,,189,0.656,0.586,0.72,0.688,0.238,0.91,0.386,0.492,0.799
js_quotes,alt,alt_top2,24,0.5,,189,0.598,0.527,0.665,0.651,0.212,0.91,0.381,0.492,0.799
js_quotes,nat,nat_top1,24,4.0,,189,0.683,0.613,0.745,0.704,0.222,0.926,0.328,0.159,0.778
js_quotes,nat,nat_top2,24,2.0,,189,0.698,0.63,0.759,0.725,0.217,0.926,0.471,0.159,0.778
py_fstring,nat,base,0,0.0,,200,0.18,0.133,0.239,0.19,0.685,0.95,0.255,0.195,0.705
py_fstring,alt,base,0,0.0,,200,0.125,0.086,0.178,0.125,0.685,0.95,0.255,0.155,0.84
py_fstring,alt,alt_top1,24,4.0,,200,0.33,0.269,0.398,0.355,0.6,0.885,0.325,0.155,0.84
py_fstring,alt,alt_top2,24,1.0,,200,0.21,0.159,0.272,0.21,0.69,0.94,0.305,0.155,0.84
py_fstring,nat,nat_top1,24,4.0,,200,0.855,0.8,0.897,0.92,0.08,0.925,0.37,0.195,0.705
py_fstring,nat,nat_top2,24,2.0,,200,0.605,0.536,0.67,0.665,0.27,0.9,0.28,0.195,0.705
js_template,nat,base,0,0.0,,198,0.242,0.188,0.307,0.247,0.611,0.924,0.293,0.207,0.894
js_template,alt,base,0,0.0,,198,0.136,0.095,0.191,0.141,0.611,0.924,0.293,0.126,0.813
js_template,alt,alt_top1,24,4.0,,198,0.343,0.281,0.412,0.374,0.601,0.899,0.253,0.126,0.813
js_template,alt,alt_top2,10,4.0,,198,0.172,0.126,0.23,0.177,0.606,0.939,0.258,0.126,0.813
js_template,nat,nat_top1,24,1.0,,198,0.247,0.193,0.312,0.293,0.596,0.899,0.308,0.207,0.894
js_template,nat,nat_top2,10,0.5,,198,0.207,0.156,0.269,0.237,0.626,0.884,0.263,0.207,0.894
num_separators,nat,base,0,0.0,,131,0.313,0.24,0.397,0.397,0.603,0.809,0.397,0.305,0.832
num_separators,alt,base,0,0.0,,131,0.0,0.0,0.028,0.0,0.603,0.809,0.397,0.0,0.496
num_separators,alt,alt_top1,24,4.0,,131,0.641,0.556,0.718,0.771,0.214,0.832,0.359,0.0,0.496
num_separators,alt,alt_top2,24,2.0,,131,0.305,0.233,0.389,0.366,0.504,0.748,0.336,0.0,0.496
num_separators,nat,nat_top1,24,4.0,,131,0.473,0.39,0.558,0.58,0.42,0.817,0.366,0.305,0.832
num_separators,nat,nat_top2,20,4.0,,131,0.435,0.353,0.521,0.481,0.519,0.824,0.374,0.305,0.832
hex_constants,nat,base,0,0.0,,177,0.373,0.305,0.446,0.39,0.605,0.949,0.345,0.345,0.514
hex_constants,alt,base,0,0.0,,177,0.006,0.001,0.031,0.006,0.605,0.949,0.345,0.0,0.684
hex_constants,alt,alt_top1,24,4.0,,177,0.26,0.201,0.329,0.322,0.621,0.797,0.367,0.0,0.684
hex_constants,alt,alt_top2,24,2.0,,177,0.147,0.102,0.207,0.181,0.65,0.847,0.35,0.0,0.684
hex_constants,nat,nat_top1,16,0.5,,177,0.373,0.305,0.446,0.384,0.616,0.938,0.322,0.345,0.514
hex_constants,nat,nat_top2,8,2.0,,177,0.328,0.263,0.4,0.345,0.65,0.921,0.339,0.345,0.514
float_literals,nat,base,0,0.0,,162,0.475,0.4,0.552,0.519,0.457,0.852,0.457,0.512,0.531
float_literals,alt,base,0,0.0,,162,0.025,0.01,0.062,0.025,0.457,0.852,0.457,0.019,0.519
float_literals,alt,alt_top1,24,4.0,,162,0.34,0.271,0.415,0.395,0.537,0.685,0.296,0.019,0.519
float_literals,alt,alt_top2,24,2.0,,162,0.191,0.138,0.259,0.216,0.475,0.84,0.389,0.019,0.519
float_literals,nat,nat_top1,24,4.0,,162,0.654,0.578,0.723,0.679,0.309,0.944,0.383,0.512,0.531
float_literals,nat,nat_top2,6,1.0,,162,0.451,0.376,0.527,0.481,0.494,0.846,0.377,0.512,0.531
sql_bool_case,nat,base,0,0.0,,133,0.218,0.156,0.296,0.218,0.173,0.97,0.398,0.293,0.902
sql_bool_case,alt,base,0,0.0,,133,0.609,0.524,0.688,0.609,0.173,0.97,0.398,0.549,0.917
sql_bool_case,alt,alt_top1,24,1.0,,133,0.842,0.771,0.894,0.842,0.15,0.985,0.421,0.549,0.917
sql_bool_case,alt,alt_top2,24,2.0,,133,0.865,0.796,0.913,0.865,0.128,0.977,0.414,0.549,0.917
sql_bool_case,nat,nat_top1,24,2.0,,133,0.895,0.831,0.936,0.895,0.105,0.992,0.421,0.293,0.902
sql_bool_case,nat,nat_top2,24,4.0,,133,0.895,0.831,0.936,0.895,0.105,0.992,0.466,0.293,0.902
py2_print,nat,base,0,0.0,,200,0.22,0.168,0.282,0.29,0.705,0.755,0.475,0.2,0.73
py2_print,alt,base,0,0.0,,200,0.0,0.0,0.019,0.005,0.705,0.755,0.475,0.015,0.67
py2_print,alt,alt_top1,8,4.0,,200,0.08,0.05,0.126,0.14,0.77,0.625,0.395,0.015,0.67
py2_print,alt,alt_top2,24,1.0,,200,0.03,0.014,0.064,0.07,0.785,0.645,0.405,0.015,0.67
py2_print,nat,nat_top1,2,2.0,,200,0.215,0.164,0.277,0.26,0.72,0.74,0.365,0.2,0.73
py2_print,nat,nat_top2,24,2.0,,200,0.235,0.182,0.298,0.29,0.705,0.82,0.57,0.2,0.73
py2_iter,nat,base,0,0.0,,144,0.688,0.608,0.758,0.771,0.194,0.889,0.34,0.611,0.764
py2_iter,alt,base,0,0.0,,144,0.035,0.015,0.079,0.035,0.194,0.889,0.34,0.035,0.549
py2_iter,alt,alt_top1,24,4.0,,144,0.75,0.673,0.814,0.91,0.062,0.812,0.34,0.035,0.549
py2_iter,alt,alt_top2,24,2.0,,144,0.694,0.615,0.764,0.785,0.153,0.882,0.326,0.035,0.549
py2_iter,nat,nat_top1,24,4.0,,144,0.722,0.644,0.789,0.861,0.118,0.833,0.375,0.611,0.764
py2_iter,nat,nat_top2,24,2.0,,144,0.708,0.629,0.776,0.847,0.132,0.826,0.347,0.611,0.764
py2_except,nat,base,0,0.0,,177,0.09,0.056,0.142,0.102,0.898,0.972,0.345,0.113,0.938
py2_except,alt,base,0,0.0,,177,0.0,0.0,0.021,0.0,0.898,0.972,0.345,0.0,0.96
py2_except,alt,alt_top1,24,2.0,,177,0.141,0.098,0.2,0.175,0.814,0.932,0.424,0.0,0.96
py2_except,alt,alt_top2,24,1.0,,177,0.096,0.061,0.148,0.102,0.876,0.944,0.39,0.0,0.96
py2_except,nat,nat_top1,8,2.0,,177,0.119,0.079,0.175,0.119,0.881,0.989,0.356,0.113,0.938
py2_except,nat,nat_top2,10,0.5,,177,0.164,0.117,0.225,0.175,0.825,0.944,0.373,0.113,0.938
js_var,nat,base,0,0.0,,200,0.405,0.339,0.474,0.445,0.495,0.72,0.465,0.415,0.535
js_var,alt,base,0,0.0,,200,0.045,0.024,0.083,0.06,0.495,0.72,0.465,0.13,0.495
js_var,alt,alt_top1,24,4.0,,200,0.31,0.25,0.377,0.415,0.41,0.64,0.555,0.13,0.495
js_var,alt,alt_top2,24,2.0,,200,0.3,0.241,0.367,0.335,0.395,0.705,0.53,0.13,0.495
js_var,nat,nat_top1,24,0.5,,200,0.465,0.397,0.534,0.52,0.39,0.75,0.485,0.415,0.535
js_var,nat,nat_top2,4,4.0,,200,0.4,0.335,0.469,0.46,0.425,0.745,0.48,0.415,0.535
js_arrow,nat,base,0,0.0,,196,0.77,0.707,0.824,0.918,0.026,0.816,0.408,0.786,0.607
js_arrow,alt,base,0,0.0,,196,0.046,0.024,0.085,0.056,0.026,0.816,0.408,0.041,0.566
js_arrow,alt,alt_top1,24,4.0,,196,0.847,0.79,0.891,0.99,0.0,0.847,0.367,0.041,0.566
js_arrow,alt,alt_top2,24,2.0,,196,0.837,0.779,0.882,0.964,0.0,0.872,0.378,0.041,0.566
js_arrow,nat,nat_top1,24,0.5,,196,0.847,0.79,0.891,0.98,0.02,0.852,0.449,0.786,0.607
js_arrow,nat,nat_top2,2,1.0,,196,0.852,0.796,0.895,0.954,0.02,0.883,0.367,0.786,0.607
js_semicolons,nat,base,0,0.0,,146,0.815,0.744,0.87,0.856,0.062,0.952,0.363,0.822,0.856
js_semicolons,alt,base,0,0.0,,146,0.075,0.043,0.13,0.082,0.062,0.952,0.363,0.027,0.589
js_semicolons,alt,alt_top1,24,4.0,,146,0.603,0.522,0.679,0.671,0.13,0.863,0.37,0.027,0.589
js_semicolons,alt,alt_top2,24,2.0,,146,0.562,0.481,0.64,0.616,0.103,0.884,0.411,0.027,0.589
js_semicolons,nat,nat_top1,8,2.0,,146,0.795,0.722,0.852,0.856,0.089,0.938,0.432,0.822,0.856
js_semicolons,nat,nat_top2,12,1.0,,146,0.788,0.714,0.846,0.849,0.116,0.932,0.342,0.822,0.856
js_strict_eq,nat,base,0,0.0,,107,0.757,0.668,0.828,0.794,0.15,0.944,0.467,0.729,0.766
js_strict_eq,alt,base,0,0.0,,107,0.047,0.02,0.105,0.056,0.15,0.944,0.467,0.065,0.72
js_strict_eq,alt,alt_top1,24,4.0,,107,0.776,0.688,0.844,0.841,0.065,0.925,0.43,0.065,0.72
js_strict_eq,alt,alt_top2,24,2.0,,107,0.626,0.532,0.712,0.692,0.131,0.888,0.458,0.065,0.72
js_strict_eq,nat,nat_top1,16,1.0,,107,0.729,0.638,0.804,0.776,0.168,0.916,0.29,0.729,0.766
js_strict_eq,nat,nat_top2,24,2.0,,107,0.841,0.76,0.898,0.888,0.084,0.935,0.411,0.729,0.766
trailing_commas,nat,base,0,0.0,,130,0.131,0.083,0.199,0.146,0.3,0.915,0.385,0.123,0.846
trailing_commas,alt,base,0,0.0,,130,0.523,0.438,0.607,0.554,0.3,0.915,0.385,0.454,0.662
trailing_commas,alt,alt_top1,10,0.5,,130,0.538,0.453,0.622,0.592,0.308,0.892,0.431,0.454,0.662
trailing_commas,alt,alt_top2,20,0.5,,130,0.531,0.445,0.614,0.562,0.292,0.915,0.338,0.454,0.662
trailing_commas,nat,nat_top1,24,2.0,,130,0.415,0.334,0.501,0.431,0.346,0.808,0.415,0.123,0.846
trailing_commas,nat,nat_top2,24,1.0,,130,0.3,0.228,0.384,0.323,0.285,0.846,0.392,0.123,0.846
py_paren_if,nat,base,0,0.0,,199,0.643,0.575,0.706,0.744,0.236,0.879,0.452,0.618,0.633
py_paren_if,alt,base,0,0.0,,199,0.02,0.008,0.051,0.02,0.236,0.879,0.452,0.01,0.563
py_paren_if,alt,alt_top1,24,4.0,,199,0.457,0.39,0.527,0.533,0.327,0.799,0.503,0.01,0.563
py_paren_if,alt,alt_top2,20,4.0,,199,0.261,0.205,0.326,0.302,0.387,0.824,0.518,0.01,0.563
py_paren_if,nat,nat_top1,20,4.0,,199,0.724,0.658,0.781,0.779,0.216,0.905,0.462,0.618,0.633
py_paren_if,nat,nat_top2,4,1.0,,199,0.638,0.569,0.702,0.739,0.251,0.854,0.457,0.618,0.633
py_type_hints,nat,base,0,0.0,,192,0.104,0.068,0.155,0.104,0.167,0.927,0.448,0.073,0.719
py_type_hints,alt,base,0,0.0,,192,0.677,0.608,0.739,0.729,0.167,0.927,0.448,0.745,0.828
py_type_hints,alt,alt_top1,4,2.0,,192,0.76,0.695,0.815,0.792,0.135,0.958,0.464,0.745,0.828
py_type_hints,alt,alt_top2,6,2.0,,192,0.745,0.679,0.801,0.792,0.135,0.927,0.432,0.745,0.828
py_type_hints,nat,nat_top1,24,2.0,,192,0.885,0.833,0.923,0.943,0.01,0.932,0.458,0.073,0.719
py_type_hints,nat,nat_top2,24,4.0,,192,0.906,0.857,0.94,0.974,0.021,0.922,0.557,0.073,0.719
py_optional,nat,base,0,0.0,,191,0.157,0.112,0.215,0.168,0.832,0.665,0.455,0.126,0.597
py_optional,alt,base,0,0.0,,191,0.0,0.0,0.02,0.0,0.832,0.665,0.455,0.021,0.602
py_optional,alt,alt_top1,6,4.0,,191,0.005,0.001,0.029,0.01,0.864,0.654,0.445,0.021,0.602
py_optional,alt,alt_top2,2,0.5,,191,0.0,0.0,0.02,0.0,0.901,0.634,0.44,0.021,0.602
py_optional,nat,nat_top1,20,4.0,,191,0.293,0.233,0.361,0.33,0.649,0.597,0.435,0.126,0.597
py_optional,nat,nat_top2,12,2.0,,191,0.157,0.112,0.215,0.178,0.801,0.639,0.424,0.126,0.597
py_builtin_generics,nat,base,0,0.0,,113,0.124,0.075,0.197,0.124,0.876,0.681,0.345,0.115,0.858
py_builtin_generics,alt,base,0,0.0,,113,0.0,0.0,0.033,0.0,0.876,0.681,0.345,0.0,0.947
py_builtin_generics,alt,alt_top1,10,1.0,,113,0.0,0.0,0.033,0.0,0.85,0.69,0.425,0.0,0.947
py_builtin_generics,alt,alt_top2,2,4.0,,113,0.0,0.0,0.033,0.0,0.858,0.708,0.407,0.0,0.947
py_builtin_generics,nat,nat_top1,16,4.0,,113,0.142,0.089,0.218,0.142,0.858,0.743,0.425,0.115,0.858
py_builtin_generics,nat,nat_top2,20,4.0,,113,0.186,0.125,0.267,0.239,0.726,0.637,0.451,0.115,0.858
py_comprehension,nat,base,0,0.0,,194,0.361,0.297,0.431,0.392,0.448,0.881,0.227,0.361,0.598
py_comprehension,alt,base,0,0.0,,194,0.134,0.093,0.189,0.16,0.448,0.881,0.227,0.124,0.649
py_comprehension,alt,alt_top1,24,0.5,,194,0.103,0.068,0.154,0.149,0.443,0.84,0.273,0.124,0.649
py_comprehension,alt,alt_top2,4,0.5,,194,0.108,0.072,0.16,0.129,0.505,0.825,0.273,0.124,0.649
py_comprehension,nat,nat_top1,4,0.5,,194,0.33,0.268,0.399,0.376,0.448,0.84,0.258,0.361,0.598
py_comprehension,nat,nat_top2,24,1.0,,194,0.371,0.306,0.441,0.412,0.526,0.809,0.309,0.361,0.598
py_not_in,nat,base,0,0.0,,164,0.366,0.296,0.442,0.39,0.579,0.848,0.354,0.39,0.518
py_not_in,alt,base,0,0.0,,164,0.024,0.01,0.061,0.03,0.579,0.848,0.354,0.006,0.378
py_not_in,alt,alt_top1,24,4.0,,164,0.195,0.142,0.262,0.201,0.671,0.835,0.323,0.006,0.378
py_not_in,alt,alt_top2,24,2.0,,164,0.03,0.013,0.069,0.049,0.646,0.835,0.323,0.006,0.378
py_not_in,nat,nat_top1,16,1.0,,164,0.396,0.325,0.473,0.415,0.573,0.872,0.335,0.39,0.518
py_not_in,nat,nat_top2,24,1.0,,164,0.409,0.336,0.485,0.433,0.555,0.86,0.354,0.39,0.518
py_is_none,nat,base,0,0.0,,114,0.219,0.153,0.304,0.237,0.737,0.868,0.526,0.167,0.772
py_is_none,alt,base,0,0.0,,114,0.026,0.009,0.075,0.026,0.737,0.868,0.526,0.0,0.702
py_is_none,alt,alt_top1,24,4.0,,114,0.184,0.124,0.265,0.193,0.798,0.877,0.482,0.0,0.702
py_is_none,alt,alt_top2,24,0.5,,114,0.061,0.03,0.121,0.07,0.868,0.825,0.482,0.0,0.702
py_is_none,nat,nat_top1,24,4.0,,114,0.912,0.846,0.952,0.947,0.053,0.965,0.482,0.167,0.772
py_is_none,nat,nat_top2,24,2.0,,114,0.816,0.735,0.876,0.842,0.158,0.939,0.447,0.167,0.772
py_ternary,nat,base,0,0.0,,187,0.144,0.101,0.202,0.16,0.578,0.904,0.353,0.134,0.449
py_ternary,alt,base,0,0.0,,187,0.251,0.195,0.318,0.262,0.578,0.904,0.353,0.246,0.492
py_ternary,alt,alt_top1,20,1.0,,187,0.305,0.243,0.374,0.321,0.556,0.898,0.342,0.246,0.492
py_ternary,alt,alt_top2,20,2.0,,187,0.299,0.238,0.369,0.326,0.556,0.909,0.294,0.246,0.492
py_ternary,nat,nat_top1,8,0.5,,187,0.128,0.088,0.184,0.15,0.561,0.866,0.305,0.134,0.449
py_ternary,nat,nat_top2,2,0.5,,187,0.112,0.075,0.166,0.123,0.583,0.909,0.348,0.134,0.449
early_return,nat,base,0,0.0,,200,0.31,0.25,0.377,0.345,0.43,0.88,0.505,0.305,0.49
early_return,alt,base,0,0.0,,200,0.2,0.15,0.261,0.225,0.43,0.88,0.505,0.235,0.825
early_return,alt,alt_top1,24,4.0,,200,0.345,0.283,0.413,0.38,0.29,0.945,0.52,0.235,0.825
early_return,alt,alt_top2,20,4.0,,200,0.35,0.287,0.418,0.39,0.305,0.92,0.505,0.235,0.825
early_return,nat,nat_top1,24,4.0,,200,0.335,0.273,0.403,0.355,0.61,0.895,0.565,0.305,0.49
early_return,nat,nat_top2,16,0.5,,200,0.315,0.255,0.382,0.325,0.475,0.945,0.52,0.305,0.49
py_join_concat,nat,base,0,0.0,,176,0.455,0.383,0.528,0.5,0.409,0.869,0.165,0.42,0.676
py_join_concat,alt,base,0,0.0,,176,0.074,0.044,0.122,0.091,0.409,0.869,0.165,0.125,0.528
py_join_concat,alt,alt_top1,24,4.0,,176,0.216,0.162,0.282,0.273,0.54,0.773,0.256,0.125,0.528
py_join_concat,alt,alt_top2,2,0.5,,176,0.091,0.057,0.143,0.131,0.409,0.835,0.193,0.125,0.528
py_join_concat,nat,nat_top1,24,4.0,,176,0.602,0.529,0.672,0.693,0.244,0.892,0.188,0.42,0.676
py_join_concat,nat,nat_top2,24,1.0,,176,0.46,0.388,0.534,0.523,0.381,0.841,0.199,0.42,0.676
py_with_open,nat,base,0,0.0,,200,0.07,0.042,0.114,0.075,0.92,0.9,0.38,0.05,0.575
py_with_open,alt,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.92,0.9,0.38,0.01,0.86
py_with_open,alt,alt_top1,20,1.0,,200,0.02,0.008,0.05,0.02,0.93,0.905,0.4,0.01,0.86
py_with_open,alt,alt_top2,24,4.0,,200,0.02,0.008,0.05,0.025,0.95,0.745,0.445,0.01,0.86
py_with_open,nat,nat_top1,24,4.0,,200,0.08,0.05,0.126,0.095,0.905,0.875,0.475,0.05,0.575
py_with_open,nat,nat_top2,2,0.5,,200,0.045,0.024,0.083,0.05,0.935,0.88,0.415,0.05,0.575
py_enumerate,nat,base,0,0.0,,198,0.182,0.134,0.241,0.182,0.525,0.934,0.354,0.152,0.763
py_enumerate,alt,base,0,0.0,,198,0.268,0.211,0.333,0.293,0.525,0.934,0.354,0.414,0.798
py_enumerate,alt,alt_top1,24,2.0,,198,0.298,0.239,0.365,0.313,0.621,0.904,0.333,0.414,0.798
py_enumerate,alt,alt_top2,24,1.0,,198,0.247,0.193,0.312,0.263,0.636,0.904,0.293,0.414,0.798
py_enumerate,nat,nat_top1,24,4.0,,198,0.747,0.683,0.803,0.894,0.106,0.823,0.338,0.152,0.763
py_enumerate,nat,nat_top2,24,2.0,,198,0.455,0.387,0.524,0.515,0.419,0.874,0.369,0.152,0.763
py_self_name,nat,base,0,0.0,,200,0.965,0.93,0.983,0.995,0.005,0.965,0.13,0.955,0.91
py_self_name,alt,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.005,0.965,0.13,0.0,0.895
py_self_name,alt,alt_top1,24,2.0,,200,0.675,0.607,0.736,0.715,0.085,0.91,0.175,0.0,0.895
py_self_name,alt,alt_top2,24,1.0,,200,0.135,0.094,0.189,0.14,0.03,0.97,0.125,0.0,0.895
py_self_name,nat,nat_top1,4,0.5,,200,0.95,0.91,0.973,0.995,0.005,0.955,0.1,0.955,0.91
py_self_name,nat,nat_top2,6,0.5,,200,0.995,0.972,0.999,1.0,0.0,0.995,0.125,0.955,0.91
py_indent,nat,base,0,0.0,,200,0.745,0.68,0.8,0.89,0.1,0.825,0.53,0.75,0.925
py_indent,alt,base,0,0.0,,200,0.005,0.001,0.028,0.01,0.1,0.825,0.53,0.055,0.55
py_indent,alt,alt_top1,24,4.0,,200,0.76,0.696,0.814,0.925,0.055,0.82,0.45,0.055,0.55
py_indent,alt,alt_top2,24,2.0,,200,0.755,0.691,0.809,0.865,0.115,0.86,0.39,0.055,0.55
py_indent,nat,nat_top1,24,1.0,,200,0.895,0.845,0.93,0.98,0.02,0.91,0.415,0.75,0.925
py_indent,nat,nat_top2,6,1.0,,200,0.765,0.702,0.818,0.845,0.08,0.885,0.49,0.75,0.925
py_tabs,nat,base,0,0.0,,200,0.795,0.734,0.845,0.89,0.1,0.89,0.46,0.755,0.92
