family,target,arm,layer,alpha,cf_family,n,accuracy,ci_lo,ci_hi,style_only,unscorable,judge_ok,capped,step3_k0,step3_k4
py_const_naming,alt,alt_top2,24,0.5,,200,0.0,0.0,0.019,0.0,0.965,0.75,0.465,0.0,0.6
py_const_naming,nat,nat_top1,24,0.5,,200,0.03,0.014,0.064,0.035,0.96,0.735,0.495,0.015,0.655
py_const_naming,nat,nat_top2,24,1.0,,200,0.02,0.008,0.05,0.03,0.97,0.745,0.465,0.015,0.655
py_class_naming,nat,base,0,0.0,,200,0.115,0.078,0.167,0.155,0.365,0.77,0.42,0.155,0.46
py_class_naming,alt,base,0,0.0,,200,0.395,0.33,0.464,0.48,0.365,0.77,0.42,0.4,0.63
py_class_naming,alt,alt_top1,24,2.0,,200,0.47,0.402,0.539,0.635,0.325,0.685,0.42,0.4,0.63
py_class_naming,alt,alt_top2,24,0.5,,200,0.44,0.373,0.509,0.57,0.275,0.775,0.505,0.4,0.63
py_class_naming,nat,nat_top1,24,1.0,,200,0.13,0.09,0.184,0.155,0.385,0.83,0.405,0.155,0.46
py_class_naming,nat,nat_top2,24,4.0,,200,0.06,0.035,0.102,0.1,0.485,0.685,0.365,0.155,0.46
py_private,nat,base,0,0.0,,200,0.05,0.027,0.09,0.055,0.915,0.94,0.16,0.075,0.455
py_private,alt,base,0,0.0,,200,0.025,0.011,0.057,0.03,0.915,0.94,0.16,0.015,0.385
py_private,alt,alt_top1,24,4.0,,200,0.37,0.306,0.439,0.385,0.6,0.955,0.125,0.015,0.385
py_private,alt,alt_top2,24,2.0,,200,0.16,0.116,0.217,0.165,0.82,0.955,0.19,0.015,0.385
py_private,nat,nat_top1,24,4.0,,200,0.225,0.173,0.288,0.225,0.765,0.965,0.14,0.075,0.455
py_private,nat,nat_top2,24,2.0,,200,0.185,0.137,0.245,0.19,0.81,0.96,0.16,0.075,0.455
py_bool_prefix,nat,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.92,0.855,0.44,0.01,0.575
py_bool_prefix,alt,base,0,0.0,,200,0.07,0.042,0.114,0.075,0.92,0.855,0.44,0.09,0.315
py_bool_prefix,alt,alt_top1,24,1.0,,200,0.055,0.031,0.096,0.07,0.91,0.89,0.435,0.09,0.315
py_bool_prefix,alt,alt_top2,24,4.0,,200,0.065,0.038,0.108,0.075,0.905,0.84,0.42,0.09,0.315
py_bool_prefix,nat,nat_top1,24,4.0,,200,0.125,0.086,0.178,0.145,0.79,0.83,0.505,0.01,0.575
py_bool_prefix,nat,nat_top2,24,2.0,,200,0.05,0.027,0.09,0.075,0.83,0.855,0.41,0.01,0.575
py_loop_vars,nat,base,0,0.0,,188,0.346,0.281,0.416,0.394,0.511,0.888,0.346,0.314,0.495
py_loop_vars,alt,base,0,0.0,,188,0.074,0.045,0.121,0.096,0.511,0.888,0.346,0.059,0.473
py_loop_vars,alt,alt_top1,24,4.0,,188,0.218,0.165,0.282,0.261,0.66,0.846,0.378,0.059,0.473
py_loop_vars,alt,alt_top2,24,2.0,,188,0.154,0.11,0.213,0.17,0.644,0.878,0.41,0.059,0.473
py_loop_vars,nat,nat_top1,24,4.0,,188,0.628,0.557,0.694,0.681,0.271,0.867,0.399,0.314,0.495
py_loop_vars,nat,nat_top2,24,2.0,,188,0.463,0.393,0.534,0.537,0.431,0.851,0.34,0.314,0.495
js_hungarian,nat,base,0,0.0,,200,0.535,0.466,0.603,0.595,0.4,0.87,0.455,0.54,0.66
js_hungarian,alt,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.4,0.87,0.455,0.005,0.855
js_hungarian,alt,alt_top1,24,4.0,,200,0.02,0.008,0.05,0.02,0.49,0.83,0.485,0.005,0.855
js_hungarian,alt,alt_top2,24,2.0,,200,0.01,0.003,0.036,0.01,0.435,0.865,0.465,0.005,0.855
js_hungarian,nat,nat_top1,24,0.5,,200,0.56,0.491,0.627,0.625,0.375,0.88,0.5,0.54,0.66
js_hungarian,nat,nat_top2,24,4.0,,200,0.5,0.431,0.569,0.555,0.445,0.9,0.44,0.54,0.66
py_abbrev,nat,base,0,0.0,,200,0.125,0.086,0.178,0.14,0.42,0.885,0.45,0.12,0.725
py_abbrev,alt,base,0,0.0,,200,0.38,0.316,0.449,0.44,0.42,0.885,0.45,0.37,0.755
py_abbrev,alt,alt_top1,24,0.5,,200,0.43,0.363,0.499,0.45,0.44,0.92,0.4,0.37,0.755
py_abbrev,alt,alt_top2,24,1.0,,200,0.355,0.292,0.423,0.395,0.49,0.885,0.495,0.37,0.755
py_abbrev,nat,nat_top1,24,4.0,,200,0.16,0.116,0.217,0.17,0.56,0.865,0.43,0.12,0.725
py_abbrev,nat,nat_top2,24,2.0,,200,0.135,0.094,0.189,0.145,0.475,0.885,0.445,0.12,0.725
py_quotes,nat,base,0,0.0,,192,0.281,0.222,0.349,0.302,0.354,0.917,0.406,0.266,0.812
py_quotes,alt,base,0,0.0,,192,0.333,0.27,0.403,0.344,0.354,0.917,0.406,0.333,0.719
py_quotes,alt,alt_top1,24,2.0,,192,0.505,0.435,0.575,0.526,0.312,0.932,0.385,0.333,0.719
py_quotes,alt,alt_top2,24,4.0,,192,0.469,0.399,0.539,0.49,0.349,0.891,0.417,0.333,0.719
py_quotes,nat,nat_top1,24,2.0,,192,0.453,0.384,0.524,0.516,0.391,0.885,0.443,0.266,0.812
py_quotes,nat,nat_top2,24,0.5,,192,0.333,0.27,0.403,0.391,0.365,0.917,0.432,0.266,0.812
js_quotes,nat,base,0,0.0,,189,0.201,0.15,0.264,0.212,0.238,0.952,0.333,0.159,0.778
js_quotes,alt,base,0,0.0,,189,0.534,0.463,0.604,0.55,0.238,0.952,0.333,0.492,0.799
js_quotes,alt,alt_top1,24,1.0,,189,0.704,0.635,0.764,0.735,0.228,0.921,0.381,0.492,0.799
js_quotes,alt,alt_top2,24,2.0,,189,0.661,0.591,0.725,0.725,0.222,0.899,0.37,0.492,0.799
js_quotes,nat,nat_top1,24,4.0,,189,0.698,0.63,0.759,0.735,0.217,0.915,0.36,0.159,0.778
js_quotes,nat,nat_top2,24,2.0,,189,0.704,0.635,0.764,0.741,0.212,0.921,0.466,0.159,0.778
py_fstring,nat,base,0,0.0,,200,0.18,0.133,0.239,0.19,0.685,0.94,0.255,0.195,0.705
py_fstring,alt,base,0,0.0,,200,0.125,0.086,0.178,0.125,0.685,0.94,0.255,0.155,0.84
py_fstring,alt,alt_top1,24,4.0,,200,0.325,0.264,0.393,0.35,0.595,0.86,0.29,0.155,0.84
py_fstring,alt,alt_top2,24,1.0,,200,0.22,0.168,0.282,0.225,0.68,0.94,0.32,0.155,0.84
py_fstring,nat,nat_top1,24,4.0,,200,0.855,0.8,0.897,0.915,0.085,0.925,0.385,0.195,0.705
py_fstring,nat,nat_top2,24,2.0,,200,0.625,0.556,0.689,0.685,0.265,0.915,0.285,0.195,0.705
js_template,nat,base,0,0.0,,198,0.247,0.193,0.312,0.247,0.611,0.924,0.293,0.207,0.894
js_template,alt,base,0,0.0,,198,0.141,0.1,0.197,0.141,0.611,0.924,0.293,0.126,0.813
js_template,alt,alt_top1,24,4.0,,198,0.379,0.314,0.448,0.419,0.551,0.904,0.268,0.126,0.813
js_template,alt,alt_top2,24,2.0,,198,0.303,0.243,0.37,0.323,0.631,0.944,0.283,0.126,0.813
js_template,nat,nat_top1,24,1.0,,198,0.242,0.188,0.307,0.298,0.586,0.879,0.278,0.207,0.894
js_template,nat,nat_top2,24,0.5,,198,0.222,0.17,0.285,0.268,0.616,0.909,0.258,0.207,0.894
num_separators,nat,base,0,0.0,,131,0.328,0.254,0.413,0.397,0.603,0.824,0.397,0.305,0.832
num_separators,alt,base,0,0.0,,131,0.0,0.0,0.028,0.0,0.603,0.824,0.397,0.0,0.496
num_separators,alt,alt_top1,24,4.0,,131,0.672,0.587,0.746,0.817,0.176,0.809,0.359,0.0,0.496
num_separators,alt,alt_top2,24,2.0,,131,0.313,0.24,0.397,0.389,0.496,0.748,0.305,0.0,0.496
num_separators,nat,nat_top1,24,4.0,,131,0.489,0.405,0.573,0.595,0.405,0.832,0.389,0.305,0.832
num_separators,nat,nat_top2,24,2.0,,131,0.489,0.405,0.573,0.527,0.473,0.863,0.351,0.305,0.832
hex_constants,nat,base,0,0.0,,177,0.379,0.31,0.452,0.39,0.605,0.949,0.345,0.345,0.514
hex_constants,alt,base,0,0.0,,177,0.006,0.001,0.031,0.006,0.605,0.949,0.345,0.0,0.684
hex_constants,alt,alt_top1,24,4.0,,177,0.249,0.191,0.317,0.305,0.644,0.78,0.401,0.0,0.684
hex_constants,alt,alt_top2,24,2.0,,177,0.124,0.084,0.181,0.158,0.667,0.819,0.379,0.0,0.684
hex_constants,nat,nat_top1,24,0.5,,177,0.362,0.294,0.435,0.384,0.616,0.921,0.322,0.345,0.514
hex_constants,nat,nat_top2,24,2.0,,177,0.328,0.263,0.4,0.356,0.644,0.898,0.345,0.345,0.514
float_literals,nat,base,0,0.0,,162,0.488,0.412,0.564,0.519,0.457,0.87,0.457,0.512,0.531
float_literals,alt,base,0,0.0,,162,0.025,0.01,0.062,0.025,0.457,0.87,0.457,0.019,0.519
float_literals,alt,alt_top1,24,4.0,,162,0.333,0.265,0.409,0.395,0.525,0.698,0.358,0.019,0.519
float_literals,alt,alt_top2,24,2.0,,162,0.191,0.138,0.259,0.204,0.488,0.833,0.37,0.019,0.519
float_literals,nat,nat_top1,24,4.0,,162,0.66,0.585,0.729,0.679,0.309,0.914,0.358,0.512,0.531
float_literals,nat,nat_top2,24,2.0,,162,0.562,0.485,0.636,0.599,0.389,0.895,0.37,0.512,0.531
sql_bool_case,nat,base,0,0.0,,133,0.218,0.156,0.296,0.218,0.173,0.962,0.398,0.293,0.902
sql_bool_case,alt,base,0,0.0,,133,0.609,0.524,0.688,0.609,0.173,0.962,0.398,0.549,0.917
sql_bool_case,alt,alt_top1,24,2.0,,133,0.842,0.771,0.894,0.842,0.15,0.977,0.436,0.549,0.917
sql_bool_case,alt,alt_top2,24,1.0,,133,0.857,0.788,0.907,0.857,0.128,0.962,0.414,0.549,0.917
sql_bool_case,nat,nat_top1,24,2.0,,133,0.88,0.814,0.925,0.88,0.12,0.992,0.406,0.293,0.902
sql_bool_case,nat,nat_top2,24,4.0,,133,0.895,0.831,0.936,0.895,0.105,0.992,0.459,0.293,0.902
py2_print,nat,base,0,0.0,,200,0.215,0.164,0.277,0.29,0.705,0.745,0.475,0.2,0.73
py2_print,alt,base,0,0.0,,200,0.0,0.0,0.019,0.005,0.705,0.745,0.475,0.015,0.67
py2_print,alt,alt_top1,24,1.0,,200,0.095,0.062,0.144,0.155,0.73,0.68,0.475,0.015,0.67
py2_print,alt,alt_top2,24,4.0,,200,0.145,0.103,0.2,0.265,0.73,0.595,0.475,0.015,0.67
py2_print,nat,nat_top1,24,2.0,,200,0.22,0.168,0.282,0.26,0.735,0.8,0.435,0.2,0.73
py2_print,nat,nat_top2,24,1.0,,200,0.205,0.155,0.266,0.265,0.72,0.815,0.51,0.2,0.73
py2_iter,nat,base,0,0.0,,144,0.688,0.608,0.758,0.771,0.194,0.868,0.34,0.611,0.764
py2_iter,alt,base,0,0.0,,144,0.035,0.015,0.079,0.035,0.194,0.868,0.34,0.035,0.549
py2_iter,alt,alt_top1,24,4.0,,144,0.75,0.673,0.814,0.896,0.076,0.819,0.396,0.035,0.549
py2_iter,alt,alt_top2,24,2.0,,144,0.653,0.572,0.726,0.743,0.188,0.861,0.292,0.035,0.549
py2_iter,nat,nat_top1,24,2.0,,144,0.646,0.565,0.719,0.757,0.222,0.819,0.361,0.611,0.764
py2_iter,nat,nat_top2,24,4.0,,144,0.694,0.615,0.764,0.792,0.194,0.861,0.34,0.611,0.764
js_var,nat,base,0,0.0,,200,0.4,0.335,0.469,0.445,0.495,0.715,0.465,0.415,0.535
js_var,alt,base,0,0.0,,200,0.045,0.024,0.083,0.06,0.495,0.715,0.465,0.13,0.495
js_var,alt,alt_top1,24,4.0,,200,0.375,0.311,0.444,0.545,0.305,0.63,0.605,0.13,0.495
js_var,alt,alt_top2,24,2.0,,200,0.335,0.273,0.403,0.375,0.34,0.72,0.57,0.13,0.495
js_var,nat,nat_top1,24,0.5,,200,0.48,0.412,0.549,0.525,0.395,0.75,0.47,0.415,0.535
js_var,nat,nat_top2,24,4.0,,200,0.535,0.466,0.603,0.625,0.325,0.735,0.47,0.415,0.535
js_arrow,nat,base,0,0.0,,196,0.781,0.718,0.833,0.918,0.026,0.832,0.408,0.786,0.607
js_arrow,alt,base,0,0.0,,196,0.051,0.028,0.091,0.056,0.026,0.832,0.408,0.041,0.566
js_arrow,alt,alt_top1,24,2.0,,196,0.786,0.723,0.837,0.985,0.0,0.791,0.352,0.041,0.566
js_arrow,alt,alt_top2,24,4.0,,196,0.878,0.824,0.916,1.0,0.0,0.878,0.393,0.041,0.566
js_arrow,nat,nat_top1,24,0.5,,196,0.857,0.801,0.899,0.985,0.015,0.862,0.459,0.786,0.607
js_arrow,nat,nat_top2,24,1.0,,196,0.878,0.824,0.916,0.985,0.015,0.883,0.357,0.786,0.607
js_semicolons,nat,base,0,0.0,,146,0.815,0.744,0.87,0.856,0.062,0.952,0.363,0.822,0.856
js_semicolons,alt,base,0,0.0,,146,0.075,0.043,0.13,0.082,0.062,0.952,0.363,0.027,0.589
js_semicolons,alt,alt_top1,24,2.0,,146,0.678,0.599,0.748,0.753,0.11,0.87,0.37,0.027,0.589
js_semicolons,alt,alt_top2,24,4.0,,146,0.397,0.321,0.478,0.459,0.103,0.829,0.411,0.027,0.589
js_semicolons,nat,nat_top1,24,1.0,,146,0.795,0.722,0.852,0.863,0.096,0.925,0.418,0.822,0.856
js_semicolons,nat,nat_top2,24,0.5,,146,0.774,0.7,0.834,0.863,0.103,0.911,0.377,0.822,0.856
trailing_commas,nat,base,0,0.0,,130,0.131,0.083,0.199,0.146,0.3,0.915,0.385,0.123,0.846
trailing_commas,alt,base,0,0.0,,130,0.523,0.438,0.607,0.554,0.3,0.915,0.385,0.454,0.662
trailing_commas,alt,alt_top1,24,1.0,,130,0.554,0.468,0.637,0.615,0.308,0.862,0.423,0.454,0.662
trailing_commas,alt,alt_top2,24,0.5,,130,0.577,0.491,0.658,0.623,0.277,0.9,0.354,0.454,0.662
trailing_commas,nat,nat_top1,24,2.0,,130,0.431,0.349,0.517,0.462,0.331,0.777,0.4,0.123,0.846
trailing_commas,nat,nat_top2,24,1.0,,130,0.346,0.27,0.431,0.377,0.277,0.831,0.392,0.123,0.846
py_paren_if,nat,base,0,0.0,,199,0.633,0.564,0.697,0.744,0.236,0.859,0.452,0.618,0.633
py_paren_if,alt,base,0,0.0,,199,0.02,0.008,0.051,0.02,0.236,0.859,0.452,0.01,0.563
py_paren_if,alt,alt_top1,24,2.0,,199,0.467,0.399,0.537,0.548,0.317,0.804,0.553,0.01,0.563
py_paren_if,alt,alt_top2,24,1.0,,199,0.397,0.332,0.466,0.472,0.291,0.824,0.523,0.01,0.563
py_paren_if,nat,nat_top1,24,2.0,,199,0.663,0.595,0.725,0.724,0.271,0.889,0.452,0.618,0.633
py_paren_if,nat,nat_top2,24,1.0,,199,0.658,0.59,0.721,0.744,0.251,0.874,0.432,0.618,0.633
py_type_hints,nat,base,0,0.0,,192,0.104,0.068,0.155,0.104,0.167,0.932,0.448,0.073,0.719
py_type_hints,alt,base,0,0.0,,192,0.682,0.613,0.744,0.729,0.167,0.932,0.448,0.745,0.828
py_type_hints,alt,alt_top1,24,0.5,,192,0.812,0.751,0.861,0.844,0.135,0.953,0.484,0.745,0.828
py_type_hints,alt,alt_top2,24,1.0,,192,0.781,0.718,0.834,0.833,0.151,0.922,0.432,0.745,0.828
py_type_hints,nat,nat_top1,24,4.0,,192,0.906,0.857,0.94,0.969,0.021,0.927,0.438,0.073,0.719
py_type_hints,nat,nat_top2,24,2.0,,192,0.865,0.809,0.906,0.927,0.021,0.927,0.521,0.073,0.719
py_optional,nat,base,0,0.0,,191,0.157,0.112,0.215,0.168,0.832,0.665,0.455,0.126,0.597
py_optional,alt,base,0,0.0,,191,0.0,0.0,0.02,0.0,0.832,0.665,0.455,0.021,0.602
py_optional,alt,alt_top1,24,0.5,,191,0.005,0.001,0.029,0.01,0.885,0.628,0.424,0.021,0.602
py_optional,alt,alt_top2,24,1.0,,191,0.0,0.0,0.02,0.0,0.927,0.67,0.445,0.021,0.602
py_optional,nat,nat_top1,24,0.5,,191,0.178,0.13,0.238,0.199,0.791,0.66,0.424,0.126,0.597
py_optional,nat,nat_top2,24,2.0,,191,0.162,0.117,0.221,0.183,0.806,0.628,0.429,0.126,0.597
py_comprehension,nat,base,0,0.0,,194,0.361,0.297,0.431,0.392,0.448,0.876,0.227,0.361,0.598
py_comprehension,alt,base,0,0.0,,194,0.129,0.089,0.183,0.16,0.448,0.876,0.227,0.124,0.649
py_comprehension,alt,alt_top1,24,0.5,,194,0.191,0.142,0.252,0.242,0.438,0.851,0.268,0.124,0.649
py_comprehension,alt,alt_top2,24,1.0,,194,0.144,0.102,0.201,0.18,0.536,0.799,0.216,0.124,0.649
py_comprehension,nat,nat_top1,24,2.0,,194,0.433,0.365,0.503,0.505,0.464,0.804,0.247,0.361,0.598
py_comprehension,nat,nat_top2,24,1.0,,194,0.407,0.341,0.478,0.474,0.49,0.804,0.299,0.361,0.598
py_not_in,nat,base,0,0.0,,164,0.366,0.296,0.442,0.39,0.579,0.854,0.354,0.39,0.518
py_not_in,alt,base,0,0.0,,164,0.03,0.013,0.069,0.03,0.579,0.854,0.354,0.006,0.378
py_not_in,alt,alt_top1,24,4.0,,164,0.152,0.105,0.215,0.159,0.677,0.829,0.317,0.006,0.378
py_not_in,alt,alt_top2,24,1.0,,164,0.006,0.001,0.034,0.012,0.579,0.86,0.317,0.006,0.378
py_not_in,nat,nat_top1,24,1.0,,164,0.415,0.342,0.491,0.439,0.549,0.878,0.311,0.39,0.518
py_not_in,nat,nat_top2,24,0.5,,164,0.402,0.33,0.479,0.421,0.567,0.835,0.341,0.39,0.518
py_ternary,nat,base,0,0.0,,187,0.139,0.097,0.196,0.16,0.578,0.898,0.353,0.134,0.449
py_ternary,alt,base,0,0.0,,187,0.251,0.195,0.318,0.262,0.578,0.898,0.353,0.246,0.492
py_ternary,alt,alt_top1,24,4.0,,187,0.417,0.349,0.489,0.449,0.492,0.877,0.316,0.246,0.492
py_ternary,alt,alt_top2,24,1.0,,187,0.278,0.219,0.346,0.305,0.599,0.882,0.278,0.246,0.492
py_ternary,nat,nat_top1,24,1.0,,187,0.134,0.092,0.19,0.166,0.567,0.866,0.299,0.134,0.449
py_ternary,nat,nat_top2,24,0.5,,187,0.134,0.092,0.19,0.144,0.588,0.893,0.316,0.134,0.449
early_return,nat,base,0,0.0,,200,0.31,0.25,0.377,0.345,0.43,0.885,0.505,0.305,0.49
early_return,alt,base,0,0.0,,200,0.205,0.155,0.266,0.225,0.43,0.885,0.505,0.235,0.825
early_return,alt,alt_top1,24,4.0,,200,0.315,0.255,0.382,0.335,0.315,0.95,0.535,0.235,0.825
early_return,alt,alt_top2,24,1.0,,200,0.225,0.173,0.288,0.235,0.36,0.965,0.52,0.235,0.825
early_return,nat,nat_top1,24,4.0,,200,0.305,0.245,0.372,0.325,0.62,0.875,0.54,0.305,0.49
early_return,nat,nat_top2,24,0.5,,200,0.3,0.241,0.367,0.305,0.51,0.96,0.51,0.305,0.49
py_join_concat,nat,base,0,0.0,,176,0.438,0.366,0.511,0.5,0.409,0.841,0.165,0.42,0.676
py_join_concat,alt,base,0,0.0,,176,0.062,0.035,0.108,0.091,0.409,0.841,0.165,0.125,0.528
py_join_concat,alt,alt_top1,24,4.0,,176,0.216,0.162,0.282,0.25,0.528,0.773,0.233,0.125,0.528
py_join_concat,alt,alt_top2,24,2.0,,176,0.153,0.108,0.214,0.199,0.523,0.79,0.244,0.125,0.528
py_join_concat,nat,nat_top1,24,4.0,,176,0.602,0.529,0.672,0.727,0.222,0.835,0.21,0.42,0.676
py_join_concat,nat,nat_top2,24,1.0,,176,0.443,0.372,0.517,0.523,0.375,0.835,0.193,0.42,0.676
py_with_open,nat,base,0,0.0,,200,0.07,0.042,0.114,0.075,0.92,0.9,0.38,0.05,0.575
py_with_open,alt,base,0,0.0,,200,0.005,0.001,0.028,0.005,0.92,0.9,0.38,0.01,0.86
py_with_open,alt,alt_top1,24,2.0,,200,0.035,0.017,0.07,0.035,0.945,0.87,0.38,0.01,0.86
py_with_open,alt,alt_top2,24,4.0,,200,0.035,0.017,0.07,0.045,0.94,0.72,0.44,0.01,0.86
py_with_open,nat,nat_top1,24,4.0,,200,0.11,0.074,0.161,0.155,0.845,0.835,0.5,0.05,0.575
py_with_open,nat,nat_top2,24,2.0,,200,0.06,0.035,0.102,0.065,0.93,0.895,0.425,0.05,0.575
py_enumerate,nat,base,0,0.0,,198,0.172,0.126,0.23,0.182,0.525,0.934,0.354,0.152,0.763
py_enumerate,alt,base,0,0.0,,198,0.278,0.22,0.344,0.293,0.525,0.934,0.354,0.414,0.798
py_enumerate,alt,alt_top1,24,2.0,,198,0.273,0.215,0.339,0.283,0.616,0.929,0.343,0.414,0.798
py_enumerate,alt,alt_top2,24,1.0,,198,0.217,0.165,0.28,0.232,0.636,0.914,0.308,0.414,0.798
py_enumerate,nat,nat_top1,24,4.0,,198,0.646,0.578,0.71,0.712,0.253,0.899,0.333,0.152,0.763
py_enumerate,nat,nat_top2,24,2.0,,198,0.359,0.295,0.427,0.394,0.49,0.899,0.338,0.152,0.763
py_self_name,nat,base,0,0.0,,200,0.97,0.936,0.986,0.995,0.005,0.97,0.13,0.955,0.91
py_self_name,alt,base,0,0.0,,200,0.0,0.0,0.019,0.0,0.005,0.97,0.13,0.0,0.895
py_self_name,alt,alt_top1,24,2.0,,200,0.75,0.686,0.805,0.81,0.05,0.915,0.155,0.0,0.895
py_self_name,alt,alt_top2,24,1.0,,200,0.12,0.082,0.172,0.13,0.015,0.96,0.12,0.0,0.895
py_self_name,nat,nat_top1,24,0.5,,200,0.965,0.93,0.983,0.995,0.005,0.97,0.105,0.955,0.91
py_self_name,nat,nat_top2,24,1.0,,200,0.99,0.964,0.997,1.0,0.0,0.99,0.135,0.955,0.91
py_indent,nat,base,0,0.0,,200,0.73,0.665,0.787,0.89,0.1,0.81,0.53,0.75,0.925
py_indent,alt,base,0,0.0,,200,0.005,0.001,0.028,0.01,0.1,0.81,0.53,0.055,0.55
py_indent,alt,alt_top1,24,4.0,,200,0.78,0.718,0.832,0.945,0.035,0.82,0.465,0.055,0.55
py_indent,alt,alt_top2,24,2.0,,200,0.765,0.702,0.818,0.855,0.125,0.875,0.38,0.055,0.55
py_indent,nat,nat_top1,24,1.0,,200,0.9,0.851,0.934,0.98,0.02,0.91,0.415,0.75,0.925
py_indent,nat,nat_top2,24,2.0,,200,0.865,0.811,0.906,0.965,0.035,0.88,0.47,0.75,0.925
py_tabs,nat,base,0,0.0,,200,0.79,0.728,0.841,0.89,0.1,0.885,0.46,0.755,0.92
py_tabs,alt,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.1,0.885,0.46,0.01,0.915
py_tabs,alt,alt_top1,24,4.0,,200,0.595,0.526,0.661,0.78,0.19,0.715,0.405,0.01,0.915
py_tabs,alt,alt_top2,24,2.0,,200,0.67,0.602,0.731,0.82,0.13,0.81,0.48,0.01,0.915
py_tabs,nat,nat_top1,24,1.0,,200,0.865,0.811,0.906,0.99,0.01,0.87,0.435,0.755,0.92
py_tabs,nat,nat_top2,24,2.0,,200,0.895,0.845,0.93,0.99,0.01,0.895,0.465,0.755,0.92
operator_spaces,nat,base,0,0.0,,187,0.775,0.71,0.829,0.807,0.155,0.952,0.401,0.754,0.861
operator_spaces,alt,base,0,0.0,,187,0.032,0.015,0.068,0.037,0.155,0.952,0.401,0.091,0.668
operator_spaces,alt,alt_top1,24,1.0,,187,0.332,0.268,0.402,0.358,0.203,0.952,0.487,0.091,0.668
operator_spaces,alt,alt_top2,24,4.0,,187,0.326,0.263,0.396,0.401,0.321,0.824,0.492,0.091,0.668
operator_spaces,nat,nat_top1,24,0.5,,187,0.802,0.739,0.853,0.834,0.112,0.952,0.439,0.754,0.861
operator_spaces,nat,nat_top2,24,1.0,,187,0.781,0.716,0.834,0.797,0.15,0.963,0.444,0.754,0.861
comma_space,nat,base,0,0.0,,192,0.76,0.695,0.815,0.812,0.177,0.911,0.432,0.745,0.839
comma_space,alt,base,0,0.0,,192,0.01,0.003,0.037,0.01,0.177,0.911,0.432,0.005,0.693
comma_space,alt,alt_top1,24,4.0,,192,0.5,0.43,0.57,0.583,0.161,0.802,0.432,0.005,0.693
comma_space,alt,alt_top2,24,2.0,,192,0.427,0.359,0.498,0.479,0.224,0.875,0.458,0.005,0.693
comma_space,nat,nat_top1,24,0.5,,192,0.766,0.701,0.82,0.833,0.161,0.917,0.448,0.745,0.839
comma_space,nat,nat_top2,24,1.0,,192,0.766,0.701,0.82,0.823,0.172,0.917,0.349,0.745,0.839
line_wrap,nat,base,0,0.0,,200,0.01,0.003,0.036,0.01,0.265,0.905,0.51,0.01,0.66
line_wrap,alt,base,0,0.0,,200,0.66,0.592,0.722,0.725,0.265,0.905,0.51,0.685,0.395
line_wrap,alt,alt_top1,24,0.5,,200,0.675,0.607,0.736,0.755,0.245,0.89,0.43,0.685,0.395
line_wrap,alt,alt_top2,24,1.0,,200,0.65,0.582,0.713,0.745,0.255,0.88,0.485,0.685,0.395
line_wrap,nat,nat_top1,24,4.0,,200,0.845,0.788,0.889,1.0,0.0,0.845,0.465,0.01,0.66
line_wrap,nat,nat_top2,24,2.0,,200,0.825,0.766,0.871,0.95,0.02,0.865,0.55,0.01,0.66
docstring_style,nat,base,0,0.0,,199,0.683,0.616,0.744,0.683,0.266,0.91,0.161,0.719,0.975
