family,lang,style,k,n,accuracy,style_only,judge_ok,unscorable,ci_lo,ci_hi,label
en_exonyms,English,nat,0,60,0.7166666666666667,0.7333333333333333,0.9833333333333333,0.0,0.5923247495026482,0.8149332139569141,"current names (Kyiv, Mumbai, Beijing)"
en_exonyms,English,nat,4,60,0.8166666666666667,0.8333333333333334,0.9833333333333333,0.0,0.7008000677353371,0.8944231096286387,"current names (Kyiv, Mumbai, Beijing)"
en_exonyms,English,alt,0,60,0.26666666666666666,0.26666666666666666,1.0,0.0,0.17132496487078852,0.3900895360189135,"older exonyms (Kiev, Bombay, Peking)"
en_exonyms,English,alt,4,60,0.25,0.25,0.9833333333333333,0.016666666666666666,0.1577638557841185,0.372323109454848,"older exonyms (Kiev, Bombay, Peking)"
en_inclusive,English,nat,0,60,0.25,0.25,0.9833333333333333,0.2833333333333333,0.1577638557841185,0.372323109454848,"traditional terms (chairman, fireman, mankind)"
en_inclusive,English,nat,4,60,0.31666666666666665,0.31666666666666665,1.0,0.36666666666666664,0.21305705841174333,0.4423400494301654,"traditional terms (chairman, fireman, mankind)"
en_inclusive,English,alt,0,60,0.43333333333333335,0.45,0.9666666666666667,0.3333333333333333,0.31572200394400635,0.5589678534530513,"gender-inclusive terms (chairperson, firefighter, humankind)"
en_inclusive,English,alt,4,60,0.4,0.4,1.0,0.4166666666666667,0.28569303003765506,0.5263417560579315,"gender-inclusive terms (chairperson, firefighter, humankind)"
en_prep_idioms,English,nat,0,59,0.7627118644067796,0.7796610169491526,0.9491525423728814,0.1016949152542373,0.6402486613269721,0.8530551374305387,"American idioms (on the weekend, in the hospital)"
en_prep_idioms,English,nat,4,59,0.6271186440677966,0.6271186440677966,0.9661016949152542,0.1016949152542373,0.49953356682142136,0.7391618196741485,"American idioms (on the weekend, in the hospital)"
en_prep_idioms,English,alt,0,59,0.1016949152542373,0.1016949152542373,0.9491525423728814,0.1694915254237288,0.047447326513182495,0.2046404624673654,"British idioms (at the weekend, in hospital)"
en_prep_idioms,English,alt,4,59,0.3728813559322034,0.3898305084745763,0.9661016949152542,0.11864406779661017,0.26083818032585154,0.5004664331785788,"British idioms (at the weekend, in hospital)"
be_tarask,Belarusian,nat,0,25,0.04,0.4,0.04,0.6,0.007096050386699165,0.19544472405022525,"official orthography (снег, план, Еўропа)"
be_tarask,Belarusian,nat,4,25,0.16,0.32,0.24,0.68,0.06403347608577989,0.34654013980238163,"official orthography (снег, план, Еўропа)"
be_tarask,Belarusian,alt,0,25,0.0,0.0,0.08,0.76,0.0,0.13319649395317873,"Taraškievica (сьнег, плян, Эўропа)"
be_tarask,Belarusian,alt,4,25,0.0,0.04,0.32,0.64,0.0,0.13319649395317873,"Taraškievica (сьнег, плян, Эўропа)"
de_inclusive,German,nat,0,56,0.7321428571428571,0.9285714285714286,0.75,0.07142857142857142,0.6040519481066103,0.8304284133810503,"generic masculine (Studenten, Kunden)"
de_inclusive,German,nat,4,56,0.75,0.9821428571428571,0.7678571428571429,0.017857142857142856,0.6230710799856808,0.8448308477702616,"generic masculine (Studenten, Kunden)"
de_inclusive,German,alt,0,56,0.0,0.0,0.6607142857142857,0.07142857142857142,0.0,0.06419614448811528,"gender star (Student*innen, Kund*innen)"
de_inclusive,German,alt,4,56,0.39285714285714285,0.5357142857142857,0.7321428571428571,0.05357142857142857,0.27580225617512844,0.523668346215182,"gender star (Student*innen, Kund*innen)"
fr_inclusive,French,nat,0,60,0.85,0.9666666666666667,0.8833333333333333,0.03333333333333333,0.7388517410884038,0.9190265075770431,"generic masculine (étudiants, clients)"
fr_inclusive,French,nat,4,60,0.8166666666666667,0.9666666666666667,0.85,0.03333333333333333,0.7008000677353371,0.8944231096286387,"generic masculine (étudiants, clients)"
fr_inclusive,French,alt,0,60,0.0,0.0,0.9166666666666666,0.11666666666666667,-6.938893903907228e-18,0.06017393047793289,"écriture inclusive (étudiant·e·s, client·e·s)"
fr_inclusive,French,alt,4,60,0.2,0.23333333333333334,0.8,0.15,0.11828389736858964,0.3178204609181701,"écriture inclusive (étudiant·e·s, client·e·s)"
ko_north,Korean,nat,0,52,0.38461538461538464,0.5384615384615384,0.7307692307692307,0.4230769230769231,0.26470271334885215,0.5204037305925822,"South Korean (노동, 여자, 역사)"
ko_north,Korean,nat,4,52,0.4423076923076923,0.6153846153846154,0.75,0.38461538461538464,0.31594847188588093,0.5766047500848361,"South Korean (노동, 여자, 역사)"
ko_north,Korean,alt,0,52,0.019230769230769232,0.019230769230769232,0.75,0.4423076923076923,0.0034027204090655225,0.10120746268024422,"North Korean (로동, 녀자, 력사)"
ko_north,Korean,alt,4,52,0.0,0.0,0.7307692307692307,0.4230769230769231,0.0,0.06879459041288215,"North Korean (로동, 녀자, 력사)"
ja_hist_kana,Japanese,nat,0,53,0.5849056603773585,0.660377358490566,0.8867924528301887,0.33962264150943394,0.45094182384453757,0.7073929169087134,"modern kana (思う, 教える, ように)"
ja_hist_kana,Japanese,nat,4,53,0.41509433962264153,0.5660377358490566,0.7358490566037735,0.4339622641509434,0.2926070830912865,0.5490581761554623,"modern kana (思う, 教える, ように)"
ja_hist_kana,Japanese,alt,0,53,0.0,0.0,0.7924528301886793,0.37735849056603776,-6.938893903907228e-18,0.06758430445307662,"historical kana (思ふ, 教へる, やうに)"
ja_hist_kana,Japanese,alt,4,53,0.03773584905660377,0.09433962264150944,0.5660377358490566,0.4339622641509434,0.010410068833819265,0.12754523150959116,"historical kana (思ふ, 教へる, やうに)"
