read_layer,family,category,cos_conv,cos_conv_shuffled,cos_conv_baseline,norm_ratio,cos_centroid_nat,cos_centroid_alt,cos_centroid_shuffled,prompt_cos_conv
9,py2_iter,syntax / dialect,0.34843300406695893,0.028450436677859053,0.2086676250426425,0.3333123457522939,0.6437332707071634,0.561721879915857,-0.003327860710344751,0.39370207535703916
9,py_bool_prefix,naming,0.26167833038092636,-0.07090150370247728,0.1172874973392791,0.6552048653923437,0.7111300997973531,0.789522198796336,0.12411434624737208,0.28611941411992453
9,py_fstring,literals,0.46529715709149244,-0.01435621962341052,0.17208883427485855,0.4463191968927004,0.7893048510162844,0.7339833939454674,-0.09551260466100832,0.535667108619495
9,py_optional,syntax / dialect,0.17679179864619782,0.01651746159153524,0.06750697260478718,0.4995358489945338,0.6475497242870613,0.6949354338637141,-0.04395607579550856,0.21332722238591975
9,py_paren_if,syntax / dialect,0.2883634963108347,-0.043051714245956024,0.08328904158119188,0.44635276285885656,0.4620647058195243,0.2648198354958561,-0.04415431294542145,0.392668359854493
9,py_with_open,syntax / dialect,0.128543037882619,-0.002376017529102818,0.2327981477911427,0.4391421901657486,0.32803934814962993,0.27844990516361817,-0.06697111520005522,0.19110632738439998
9,rust_question,other languages,0.09738893841777736,0.0035446947686149947,0.09720767900196364,0.5661027906629624,0.026960673824507796,0.05249394670703363,0.048726251862685636,0.06573515333374391
10,comma_space,formatting,0.5562133001767364,0.036887602751662515,0.22200721391603373,0.6321847426849503,0.5296618094147073,0.635278510635865,-0.025175789078136265,0.6396094233901343
10,docstring_style,comments / docs,0.13208441710106172,-0.01044329231426619,0.08800857205888794,0.39640887325163526,0.38235614291504266,0.37302937645045686,-0.08312186995514287,0.17892938147585358
10,float_literals,literals,0.4309979443968061,-0.004008955959554377,0.19036190953356902,0.8995307863762381,0.5131749159620859,0.5004973468267061,-0.07011907425621457,0.5002857995802821
10,js_camel_snake,naming,0.6304222066536325,-0.016099703736184755,0.06303707291064779,0.35745787462472567,0.8402227410837438,0.8244984746715931,-0.048727054955420866,0.7019284327215182
10,py2_iter,syntax / dialect,0.3600123726882897,-0.07730013830910008,0.2086676250426425,0.3244417826030519,0.6425735315498863,0.5570153021171398,-0.06369147763023303,0.4174040267380581
10,py_bool_prefix,naming,0.2715757782007068,-0.00017003633124270857,0.1172874973392791,0.7058416124070718,0.7179810829551984,0.7931305959830711,0.20913626484101705,0.2960507723667665
10,py_fstring,literals,0.45402570534278713,0.009856365803478307,0.17208883427485855,0.4674477498977233,0.796264410102216,0.7323135591496266,-0.16068524917967014,0.5068721116459654
10,py_optional,syntax / dialect,0.1788739605856051,0.006029323302735967,0.06750697260478718,0.48894257938224966,0.651002743111266,0.6940626724010329,-0.0653509419342934,0.21104252675284657
10,py_paren_if,syntax / dialect,0.26948034252993935,0.03364213644839348,0.08328904158119188,0.4579420715919534,0.46977233166565713,0.26796088073383834,-0.11146965539135083,0.38474301812030226
10,py_with_open,syntax / dialect,0.14917224068145343,0.023641025410963436,0.2327981477911427,0.44764084281712624,0.3452034748538952,0.30637639870778594,0.0492566473056633,0.21563368489900175
10,rust_question,other languages,0.11043798241842388,0.004018077932636648,0.09720767900196364,0.5870325333886653,0.01743786502259196,0.058343912107993424,-0.014552119460956829,0.09444779541178223
