pc1,pc2,task,color_group,label_token,icl_example_index,prompt_index,query_input,query_output,demo_input,demo_output,token_text,token_position
-0.0313592329621315,0.1046217754483223,antonym,antonym,popular,8,2,homegrown,imported,unpopular,popular, popular,72
0.21749727427959442,-0.04285137355327606,antonym,antonym,head,9,2,homegrown,imported,tail,head, head,81
-0.06460637599229813,0.047986920922994614,antonym,antonym,reactive,10,2,homegrown,imported,proactive,reactive, reactive,90
0.21701204776763916,-0.006389164365828037,antonym,antonym,effect,1,3,default,customized,cause,effect, effect,7
-0.09796509146690369,0.09419409930706024,antonym,antonym,conservative,2,3,default,customized,neoliberal,conservative, conservative,16
0.06504172086715698,-0.020876063033938408,antonym,antonym,animal,3,3,default,customized,mineral,animal, animal,25
0.06352635473012924,0.03038875013589859,antonym,shared_token,square,4,3,default,customized,circular,square, square,34
0.1332806497812271,0.12794871628284454,antonym,antonym,full,5,3,default,customized,empty,full, full,43
0.038499604910612106,0.08676844835281372,antonym,antonym,non-geographic,6,3,default,customized,geographic,non-geographic,ographic,55
-0.008356958627700806,0.01152711920440197,antonym,shared_token,delayed,7,3,default,customized,immediate,delayed, delayed,64
-0.0901050791144371,-0.10714308172464371,antonym,antonym,suffix,8,3,default,customized,prefix,suffix, suffix,73
-0.1486954391002655,-0.039750464260578156,antonym,antonym,agitated,9,3,default,customized,calm,agitated, agitated,82
-0.13920024037361145,0.1302167773246765,antonym,shared_token,dangerous,10,3,default,customized,safe,dangerous, dangerous,91
0.12255266308784485,-0.06163378059864044,antonym,shared_token,connect,1,4,disrespect,respect,disconnect,connect, connect,7
0.09031099081039429,0.12486977130174637,antonym,antonym,active,2,4,disrespect,respect,passive,active, active,16
-0.0779823288321495,0.049903303384780884,antonym,antonym,unemotional,3,4,disrespect,respect,sentimental,unemotional,otional,27
-0.1052936315536499,-0.09884032607078552,antonym,shared_token,protagonist,4,4,disrespect,respect,antagonist,protagonist, protagonist,36
-0.01821652054786682,-0.05398665368556976,antonym,antonym,persist,5,4,disrespect,respect,relent,persist, persist,45
-0.08465396612882614,0.11674366891384125,antonym,antonym,permanent,6,4,disrespect,respect,makeshift,permanent, permanent,54
0.012341072782874107,-0.0740055963397026,antonym,antonym,exclusion,7,4,disrespect,respect,inclusion,exclusion, exclusion,63
-0.16762663424015045,-0.04686165228486061,antonym,antonym,nighttime,8,4,disrespect,respect,daytime,nighttime, nighttime,72
-0.06098795309662819,0.16324062645435333,antonym,antonym,conventional,9,4,disrespect,respect,eccentric,conventional, conventional,81
0.13202247023582458,0.1540272831916809,antonym,antonym,long,10,4,disrespect,respect,short,long, long,90
-0.10083256661891937,-0.10978484153747559,antonym,antonym,surplus,1,5,keen,apathetic,deficiency,surplus, surplus,7
-0.032495055347681046,-0.09088920801877975,antonym,shared_token,prohibit,2,5,keen,apathetic,permit,prohibit, prohibit,16
-0.01435166411101818,-0.101594477891922,antonym,shared_token,relax,3,5,keen,apathetic,worry,relax, relax,25
0.007134998217225075,0.12169772386550903,antonym,antonym,central,4,5,keen,apathetic,peripheral,central, central,34
-0.04897549748420715,0.06852945685386658,antonym,shared_token,thin,5,5,keen,apathetic,thick,thin, thin,43
-0.0462099127471447,-0.057316675782203674,antonym,antonym,mountain,6,5,keen,apathetic,valley,mountain, mountain,52
-0.10259758681058884,0.09073565155267715,antonym,shared_token,ancient,7,5,keen,apathetic,recent,ancient, ancient,61
0.007809835951775312,-0.1258135437965393,antonym,antonym,resist,8,5,keen,apathetic,urge,resist, resist,70
-0.04721216857433319,0.06052079796791077,antonym,shared_token,organic,9,5,keen,apathetic,mechanical,organic, organic,79
0.2397649884223938,0.03324590623378754,antonym,antonym,licit,10,5,keen,apathetic,illicit,licit,it,89
-0.027632158249616623,-0.11638740450143814,antonym,antonym,erase,1,6,chill,heat,draw,erase, erase,7
0.10518468916416168,-0.044890664517879486,antonym,shared_token,reveal,2,6,chill,heat,hide,reveal, reveal,16
-0.18285568058490753,0.054465796798467636,antonym,shared_token,peaceful,3,6,chill,heat,militant,peaceful, peaceful,25
-0.02176620438694954,0.08397218585014343,antonym,antonym,straight,4,6,chill,heat,lesbian,straight, straight,34
0.08161894977092743,0.15449674427509308,antonym,shared_token,normal,5,6,chill,heat,peculiar,normal, normal,43
-0.13920024037361145,0.1302167773246765,antonym,shared_token,dangerous,6,6,chill,heat,safe,dangerous, dangerous,52
0.09964636713266373,-0.10587906092405319,antonym,antonym,park,7,6,chill,heat,drive,park, park,61
0.11306679248809814,-0.06456870585680008,antonym,antonym,expand,8,6,chill,heat,shrink,expand, expand,70
0.0755312517285347,0.13746914267539978,antonym,shared_token,primary,9,6,chill,heat,auxiliary,primary, primary,79
-0.05119411274790764,-0.1454576700925827,antonym,shared_token,praise,10,6,chill,heat,blame,praise, praise,88
0.005190621130168438,0.04419418424367905,antonym,antonym,least favorite,1,7,bust,boom,favorite,least favorite, favorite,8
-0.1486954391002655,-0.039750464260578156,antonym,antonym,agitated,2,7,bust,boom,calm,agitated, agitated,17
-0.11453203856945038,0.07602003961801529,antonym,shared_token,abundant,3,7,bust,boom,scarce,abundant, abundant,26
-0.12123343348503113,0.09117154777050018,antonym,antonym,disreputable,4,7,bust,boom,venerable,disreputable,putable,37
-0.15879519283771515,0.11703812330961227,antonym,antonym,unacceptable,5,7,bust,boom,acceptable,unacceptable, unacceptable,46
0.08975591510534286,-0.03433426469564438,antonym,antonym,disservice,6,7,bust,boom,service,disservice,service,56
-0.1360754519701004,0.0256331954151392,antonym,shared_token,spiritual,7,7,bust,boom,bodily,spiritual, spiritual,65
-0.19039128720760345,0.013061899691820145,antonym,antonym,involuntary,8,7,bust,boom,voluntary,involuntary, involuntary,74
-0.09123622626066208,0.0790664330124855,antonym,antonym,horizontal,9,7,bust,boom,vertical,horizontal, horizontal,83
0.18573257327079773,-0.06617554277181625,antonym,antonym,charge,10,7,bust,boom,discharge,charge, charge,92
-0.07945100218057632,-0.03190374746918678,antonym,antonym,certainty,1,8,all,none,uncertainty,certainty, certainty,7
-0.0645347461104393,-0.08363796770572662,antonym,antonym,exempt,2,8,all,none,require,exempt, exempt,16
0.05005820468068123,-0.1069386675953865,antonym,antonym,discharge,3,8,all,none,charge,discharge, discharge,25
-0.055118486285209656,0.025943560525774956,antonym,antonym,forgivable,4,8,all,none,punishable,forgivable,ivable,35
0.014565722085535526,0.008947431109845638,antonym,antonym,adult,5,8,all,none,kid,adult, adult,44
-0.04556048661470413,0.038707513362169266,antonym,antonym,inoperative,6,8,all,none,operative,inoperative,operative,54
0.13202247023582458,0.1540272831916809,antonym,antonym,long,7,8,all,none,short,long, long,63
-0.013283127918839455,-0.14164036512374878,antonym,shared_token,comply,8,8,all,none,breach,comply, comply,72
0.05116043612360954,-0.12793253362178802,antonym,antonym,hide,9,8,all,none,show,hide, hide,81
0.2093999683856964,-0.006414114031940699,antonym,antonym,give,10,8,all,none,get,give, give,90
-0.1389702558517456,-0.07604481279850006,antonym,antonym,outfield,1,9,lend,borrow,infield,outfield, outfield,7
-0.016872668638825417,-0.0028951421845704317,antonym,antonym,oral,2,9,lend,borrow,nasal,oral, oral,16
-0.14810232818126678,0.13635475933551788,antonym,antonym,unremarkable,3,9,lend,borrow,remarkable,unremarkable,arkable,26
0.22796010971069336,0.10987693071365356,antonym,antonym,aperiodic,4,9,lend,borrow,periodic,aperiodic,ic,37
-0.13029243052005768,-0.1568625122308731,antonym,antonym,debit,5,9,lend,borrow,credit,debit, debit,46
0.0005615471745841205,0.10832557827234268,antonym,antonym,solid,6,9,lend,borrow,hollow,solid, solid,55
0.10966098308563232,0.09762594103813171,antonym,antonym,expected,7,9,lend,borrow,unexpected,expected, expected,64
0.22991631925106049,0.06441521644592285,antonym,antonym,internationalist,8,9,lend,borrow,nationalist,internationalist,ist,74
-0.16471518576145172,0.05217970535159111,antonym,antonym,colorful,9,9,lend,borrow,grey,colorful, colorful,83
0.049500901252031326,0.026954801753163338,antonym,antonym,drowsy,10,9,lend,borrow,alert,drowsy,sy,94
-0.07228422164916992,0.0958828255534172,antonym,antonym,infrequent,1,10,bogus,authentic,frequent,infrequent,requent,8
-0.022024430334568024,-0.013614584691822529,antonym,antonym,hardware,2,10,bogus,authentic,software,hardware, hardware,17
0.17251086235046387,0.1512155681848526,antonym,shared_token,new,3,10,bogus,authentic,used,new, new,26
-0.07621477544307709,0.06793916970491409,antonym,shared_token,optional,4,10,bogus,authentic,mandatory,optional, optional,35
0.15427792072296143,-0.06488042324781418,antonym,shared_token,break,5,10,bogus,authentic,mend,break, break,44
0.04650010168552399,-0.050908613950014114,antonym,antonym,synthesis,6,10,bogus,authentic,analysis,synthesis, synthesis,53
0.0005615471745841205,0.10832557827234268,antonym,antonym,solid,7,10,bogus,authentic,hollow,solid, solid,62
0.09465670585632324,0.20456673204898834,antonym,shared_token,similar,8,10,bogus,authentic,contrary,similar, similar,71
0.09813828766345978,-0.001974776154384017,antonym,antonym,covered,9,10,bogus,authentic,bare,covered, covered,80
0.14674971997737885,-0.08548445999622345,antonym,antonym,gain,10,10,bogus,authentic,loss,gain, gain,89
-0.1288035660982132,0.058706238865852356,antonym,antonym,invulnerable,1,11,empty,full,vulnerable,invulnerable,ulnerable,8
0.03409000486135483,0.16316668689250946,antonym,shared_token,independent,2,11,empty,full,reliant,independent, independent,17
0.11125946044921875,0.15501900017261505,antonym,antonym,real,3,11,empty,full,virtual,real, real,26
-0.05052846297621727,-0.0762060284614563,antonym,antonym,proximity,4,11,empty,full,distance,proximity, proximity,35
0.12880034744739532,0.2027410864830017,antonym,shared_token,different,5,11,empty,full,identical,different, different,44
0.029839297756552696,0.12042218446731567,antonym,antonym,negative,6,11,empty,full,affirmative,negative, negative,53
0.10518468916416168,-0.044890664517879486,antonym,shared_token,reveal,7,11,empty,full,veil,reveal, reveal,62
-0.02915083058178425,0.11366365104913712,antonym,antonym,immeasurable,8,11,empty,full,measurable,immeasurable,urable,74
0.08811382949352264,-0.056215833872556686,antonym,antonym,saving,9,11,empty,full,spending,saving, saving,83
-0.18759912252426147,-0.016039693728089333,antonym,shared_token,frail,10,11,empty,full,muscular,frail, frail,92
0.022288251668214798,-0.09481073170900345,antonym,antonym,asset,1,12,virtue,vice,liability,asset, asset,7
-0.010021469555795193,-0.018289603292942047,antonym,shared_token,occupied,2,12,virtue,vice,spare,occupied, occupied,16
0.16447381675243378,0.07629109919071198,antonym,shared_token,last,3,12,virtue,vice,first,last, last,25
0.02489767223596573,-0.09827283024787903,antonym,antonym,hate,4,12,virtue,vice,love,hate, hate,34
0.16992735862731934,0.02524077519774437,antonym,shared_token,consider,5,12,virtue,vice,disregard,consider, consider,43
-0.01730935461819172,0.061968348920345306,antonym,shared_token,rich,6,12,virtue,vice,poor,rich, rich,52
0.10518468916416168,-0.044890664517879486,antonym,shared_token,reveal,7,12,virtue,vice,hide,reveal, reveal,61
-0.07566075026988983,-0.03495556488633156,antonym,antonym,offline,8,12,virtue,vice,online,offline, offline,70
0.06982395052909851,-0.12570500373840332,antonym,shared_token,deny,9,12,virtue,vice,affirm,deny, deny,79
0.14269226789474487,-0.11027221381664276,antonym,antonym,walk,10,12,virtue,vice,swim,walk, walk,88
-0.11697789281606674,0.08707393705844879,antonym,antonym,occasional,1,13,file,delete,everyday,occasional, occasional,7
0.038925815373659134,-0.05092378333210945,antonym,shared_token,exclude,2,13,file,delete,involve,exclude, exclude,16
-0.22302979230880737,0.09150654077529907,antonym,antonym,delightful,3,13,file,delete,dreadful,delightful, delightful,25
-0.0323529914021492,0.0724564641714096,antonym,antonym,plain,4,13,file,delete,ornament,plain, plain,34
-0.10164444893598557,0.07418149709701538,antonym,antonym,implicit,5,13,file,delete,explicit,implicit, implicit,43
0.06982395052909851,-0.12570500373840332,antonym,shared_token,deny,6,13,file,delete,confirm,deny, deny,52
-0.05007527768611908,-0.059690091758966446,antonym,antonym,weakness,7,13,file,delete,strength,weakness, weakness,61
0.009681697003543377,0.10156556218862534,antonym,shared_token,unknown,8,13,file,delete,illustrious,unknown, unknown,70
0.10779742151498795,-0.0848071426153183,antonym,antonym,tip,9,13,file,delete,root,tip, tip,79
-0.11145150661468506,-0.05475495755672455,antonym,antonym,gentlemen,10,13,file,delete,ladies,gentlemen, gentlemen,88
0.22991631925106049,0.06441521644592285,antonym,antonym,rightist,1,14,decorative,plain,leftist,rightist,ist,8
0.06982395052909851,-0.12570500373840332,antonym,shared_token,deny,2,14,decorative,plain,affirm,deny, deny,17
-0.07326503098011017,-0.10040957480669022,antonym,antonym,cursed,3,14,decorative,plain,blessed,cursed, cursed,26
-0.15879519283771515,0.11703812330961227,antonym,antonym,unacceptable,4,14,decorative,plain,acceptable,unacceptable, unacceptable,35
-0.1697068214416504,-0.07406476140022278,antonym,antonym,misfortune,5,14,decorative,plain,fortune,misfortune, misfortune,44
-0.03672536835074425,-0.0076336027123034,antonym,antonym,fake,6,14,decorative,plain,genuine,fake, fake,53
-0.07079286873340607,-0.04425818473100662,antonym,antonym,diluted,7,14,decorative,plain,concentrated,diluted, diluted,62
-0.052169620990753174,0.1364700049161911,antonym,shared_token,explicit,8,14,decorative,plain,imply,explicit, explicit,71
0.11755470931529999,-0.06616678088903427,antonym,antonym,removal,9,14,decorative,plain,insertion,removal, removal,80
0.07531040906906128,-0.022319365292787552,antonym,antonym,software,10,14,decorative,plain,hardware,software, software,89
-0.14839515089988708,-0.035615406930446625,antonym,antonym,partisan,1,15,poor,rich,nonpartisan,partisan, partisan,7
0.21262522041797638,0.06844073534011841,antonym,antonym,used,2,15,poor,rich,unused,used, used,16
-0.0894864872097969,-0.06860873103141785,antonym,antonym,compliment,3,15,poor,rich,insult,compliment, compliment,25
0.07955721765756607,0.12122505903244019,antonym,shared_token,individual,4,15,poor,rich,collective,individual, individual,34
0.06962841749191284,-0.02610561065375805,antonym,antonym,lack,5,15,poor,rich,have,lack, lack,43
0.06618642807006836,0.16481588780879974,antonym,antonym,limited,6,15,poor,rich,vast,limited, limited,52
0.05947478115558624,-0.12053574621677399,antonym,antonym,cry,7,15,poor,rich,laugh,cry, cry,61
0.1427113115787506,-0.05722920224070549,antonym,antonym,receive,8,15,poor,rich,pay,receive, receive,70
-0.08179543167352676,0.12121016532182693,antonym,shared_token,tiny,9,15,poor,rich,gigantic,tiny, tiny,79
-0.017253544181585312,0.056948959827423096,antonym,antonym,happy,10,15,poor,rich,unhappy,happy, happy,88
-0.20673218369483948,0.021862778812646866,antonym,shared_token,unethical,1,16,hunter,prey,ethical,unethical, unethical,7
-0.1529415100812912,-0.043047185987234116,antonym,antonym,overdue,2,16,hunter,prey,due,overdue, overdue,16
0.07545245438814163,-0.030818313360214233,antonym,antonym,respect,3,16,hunter,prey,disrespect,respect, respect,25
-0.15254397690296173,-0.06838037818670273,antonym,antonym,reluctance,4,16,hunter,prey,willingness,reluctance, reluctance,34
-0.11919525265693665,0.07329820841550827,antonym,antonym,reversible,5,16,hunter,prey,irreversible,reversible, reversible,43
-0.19832827150821686,0.035269591957330704,antonym,shared_token,terrestrial,6,16,hunter,prey,celestial,terrestrial, terrestrial,52
-0.15170371532440186,-0.00032419624039903283,antonym,antonym,northwestern,7,16,hunter,prey,southeastern,northwestern, northwestern,61
-0.1040073037147522,0.023476354777812958,antonym,shared_token,inferior,8,16,hunter,prey,premier,inferior, inferior,70
0.03292844817042351,0.09266090393066406,antonym,antonym,advanced,9,16,hunter,prey,elementary,advanced, advanced,79
-0.1219346672296524,-0.10802546888589859,antonym,antonym,reassure,10,16,hunter,prey,intimidate,reassure, reassure,88
-0.10515790432691574,0.04314615577459335,antonym,shared_token,emotional,1,17,muff,sharp,clinical,emotional, emotional,7
-0.06017226353287697,-0.1077042743563652,antonym,antonym,poetry,2,17,muff,sharp,prose,poetry, poetry,16
0.04081438109278679,-0.10108836740255356,antonym,shared_token,destroy,3,17,muff,sharp,invent,destroy, destroy,25
-0.013412191532552242,0.10217206180095673,antonym,shared_token,poor,4,17,muff,sharp,rich,poor, poor,34
0.13275021314620972,-0.059212781488895416,antonym,shared_token,host,5,17,muff,sharp,parasite,host, host,43
0.04220255836844444,-0.047372329980134964,antonym,shared_token,preserve,6,17,muff,sharp,ruin,preserve, preserve,52
0.010483254678547382,0.05041849613189697,antonym,antonym,cool,7,17,muff,sharp,warm,cool, cool,61
0.08173475414514542,0.1453821063041687,antonym,shared_token,direct,8,17,muff,sharp,indirect,direct, direct,70
0.09447081387042999,0.16242675483226776,antonym,shared_token,certain,9,17,muff,sharp,dubious,certain, certain,79
-0.01756548322737217,0.04485154151916504,antonym,antonym,giant,10,17,muff,sharp,tiny,giant, giant,88
-0.028262607753276825,-0.1727406531572342,antonym,antonym,retreat,1,18,living,dead,approach,retreat, retreat,7
0.017183970659971237,-0.0280240960419178,antonym,antonym,deplete,2,18,living,dead,sustain,deplete,plete,17
-0.025834007188677788,0.1437971591949463,antonym,antonym,continuous,3,18,living,dead,discrete,continuous, continuous,26
-0.09966512769460678,0.18024611473083496,antonym,shared_token,unusual,4,18,living,dead,customary,unusual, unusual,35
0.15243294835090637,0.12735582888126373,antonym,antonym,same,5,18,living,dead,other,same, same,44
-0.08877936005592346,-0.04383648931980133,antonym,antonym,predecessor,6,18,living,dead,successor,predecessor, predecessor,53
-0.1259154975414276,0.07852749526500702,antonym,antonym,abnormal,7,18,living,dead,normal,abnormal, abnormal,62
0.0755312517285347,0.13746914267539978,antonym,shared_token,primary,8,18,living,dead,surrogate,primary, primary,71
0.22397728264331818,0.03963783383369446,antonym,antonym,ignoble,9,18,living,dead,noble,ignoble,le,82
0.09447081387042999,0.16242675483226776,antonym,shared_token,certain,10,18,living,dead,dubious,certain, certain,91
0.030599944293498993,0.09142914414405823,antonym,shared_token,safe,1,19,remember,forget,hazardous,safe, safe,7
0.08958117663860321,0.12741251289844513,antonym,antonym,early,2,19,remember,forget,late,early, early,16
-0.06796915084123611,0.03640654310584068,antonym,shared_token,capable,3,19,remember,forget,helpless,capable, capable,25
-0.021241940557956696,-0.1106785386800766,antonym,antonym,decode,4,19,remember,forget,encode,decode, decode,34
0.0755312517285347,0.13746914267539978,antonym,shared_token,primary,5,19,remember,forget,secondary,primary, primary,43
-0.06573255360126495,0.0239300224930048,antonym,antonym,lateral,6,19,remember,forget,medial,lateral, lateral,52
-0.10468287765979767,0.16623879969120026,antonym,shared_token,valuable,7,19,remember,forget,worthless,valuable, valuable,61
-0.05007994920015335,-0.11723855137825012,antonym,antonym,subtract,8,19,remember,forget,add,subtract, subtract,70
0.06982395052909851,-0.12570500373840332,antonym,shared_token,deny,9,19,remember,forget,claim,deny, deny,79
-0.18014280498027802,0.009437764063477516,antonym,antonym,masculine,10,19,remember,forget,feminine,masculine, masculine,88
-0.13121488690376282,-0.09748655557632446,antonym,antonym,injustice,1,20,dominant,submissive,justice,injustice, injustice,7
-0.17049691081047058,-0.01579536870121956,antonym,antonym,heavyweight,2,20,dominant,submissive,lightweight,heavyweight, heavyweight,16
-0.06943584978580475,0.09250494837760925,antonym,antonym,narrow,3,20,dominant,submissive,broad,narrow, narrow,25
-0.1377173662185669,0.05592229589819908,antonym,antonym,vague,4,20,dominant,submissive,precise,vague, vague,34
0.017078014090657234,0.06157302483916283,antonym,antonym,parallel,5,20,dominant,submissive,series,parallel, parallel,43
0.06131787225604057,-0.0893685519695282,antonym,antonym,brother,6,20,dominant,submissive,sister,brother, brother,52
0.04081438109278679,-0.10108836740255356,antonym,shared_token,destroy,7,20,dominant,submissive,preserve,destroy, destroy,61
0.01683221384882927,0.2431548684835434,antonym,shared_token,significant,8,20,dominant,submissive,slight,significant, significant,70
0.15705710649490356,-0.033661842346191406,antonym,antonym,risk,9,20,dominant,submissive,security,risk, risk,79
0.2801612913608551,-0.015553086996078491,antonym,antonym,begin work,10,20,dominant,submissive,retire,begin work, work,89
0.02165406569838524,0.09745318442583084,antonym,shared_token,internal,1,21,traitor,loyalist,external,internal, internal,7
0.09031099081039429,0.12486977130174637,antonym,antonym,active,2,21,traitor,loyalist,passive,active, active,16
-0.07922371476888657,0.01901331916451454,antonym,antonym,domestic,3,21,traitor,loyalist,foreign,domestic, domestic,25
0.0755312517285347,0.13746914267539978,antonym,shared_token,primary,4,21,traitor,loyalist,surrogate,primary, primary,34
0.17251086235046387,0.1512155681848526,antonym,shared_token,new,5,21,traitor,loyalist,used,new, new,43
-0.07659704238176346,0.06635531783103943,antonym,shared_token,refined,6,21,traitor,loyalist,vulgar,refined, refined,52
0.13197804987430573,-0.0781252384185791,antonym,shared_token,push,7,21,traitor,loyalist,pull,push, push,61
0.034411996603012085,0.18967598676681519,antonym,shared_token,basic,8,21,traitor,loyalist,advanced,basic, basic,70
0.07955721765756607,0.12122505903244019,antonym,shared_token,individual,9,21,traitor,loyalist,collective,individual, individual,79
-0.07262764126062393,-0.0874808132648468,antonym,antonym,disappearance,10,21,traitor,loyalist,appearance,disappearance, disappearance,88
-0.04614366218447685,-0.04811199754476547,antonym,antonym,abundance,1,22,center,edge,lack,abundance, abundance,7
-0.14524832367897034,0.0660281628370285,antonym,shared_token,fragile,2,22,center,edge,durable,fragile, fragile,16
0.24180370569229126,-0.02326967567205429,antonym,shared_token,support,3,22,center,edge,boycott,support, support,25
-0.2054734081029892,0.06894450634717941,antonym,antonym,trustworthy,4,22,center,edge,treacherous,trustworthy, trustworthy,34
0.03292844817042351,0.09266090393066406,antonym,antonym,advanced,5,22,center,edge,primitive,advanced, advanced,43
-0.014367441646754742,-0.08145555853843689,antonym,shared_token,approve,6,22,center,edge,veto,approve, approve,52
-0.07366015762090683,-0.03167908638715744,antonym,antonym,transparency,7,22,center,edge,opacity,transparency, transparency,61
0.06229778751730919,-0.11926435679197311,antonym,antonym,exit,8,22,center,edge,enter,exit, exit,70
-0.02399969846010208,-0.11232858896255493,antonym,antonym,discard,9,22,center,edge,retrieve,discard, discard,79
-0.1110009029507637,0.0912071093916893,antonym,antonym,artificial,10,22,center,edge,natural,artificial, artificial,88
-0.040830764919519424,-0.07236678898334503,antonym,antonym,divergence,1,23,extant,extinct,convergence,divergence, divergence,7
0.04242999851703644,-0.10497429221868515,antonym,shared_token,gather,2,23,extant,extinct,scatter,gather, gather,16
-0.013029211200773716,0.06400502473115921,antonym,antonym,uniform,3,23,extant,extinct,diverse,uniform, uniform,25
0.07838506251573563,-0.05990278720855713,antonym,antonym,unpack,4,23,extant,extinct,package,unpack,pack,35
-0.1270865648984909,-0.0004493815649766475,antonym,antonym,ultraviolet,5,23,extant,extinct,infrared,ultraviolet, ultraviolet,44
0.12666982412338257,-0.027183016762137413,antonym,shared_token,agreement,6,23,extant,extinct,disagreement,agreement, agreement,53
0.09504766762256622,-0.005808038637042046,antonym,antonym,continue,7,23,extant,extinct,quit,continue, continue,62
0.004443203564733267,0.050666142255067825,antonym,antonym,experienced,8,23,extant,extinct,inexperienced,experienced, experienced,71
-0.12717688083648682,0.0038229150231927633,antonym,antonym,blunt,9,23,extant,extinct,tack,blunt, blunt,80
0.08195775747299194,-0.110680490732193,antonym,shared_token,divide,10,23,extant,extinct,unite,divide, divide,89
-0.047952961176633835,0.1043798178434372,antonym,shared_token,healthy,1,24,repair,damage,ill,healthy, healthy,7
0.08161894977092743,0.15449674427509308,antonym,shared_token,normal,2,24,repair,damage,paranormal,normal, normal,16
-0.03371604532003403,-0.06790980696678162,antonym,antonym,prospect,3,24,repair,damage,retrospect,prospect, prospect,25
0.20486223697662354,0.0411311537027359,antonym,shared_token,problem,4,24,repair,damage,solution,problem, problem,34
0.08833185583353043,0.04009721800684929,antonym,antonym,future,5,24,repair,damage,past,future, future,43
0.03187654912471771,-0.10708523541688919,antonym,antonym,cure,6,24,repair,damage,symptom,cure, cure,52
0.017976779490709305,0.09776671975851059,antonym,antonym,deep,7,24,repair,damage,shallow,deep, deep,61
0.296566903591156,0.07006281614303589,antonym,antonym,invalidate,8,24,repair,damage,validate,invalidate,ate,71
0.1368105560541153,0.16660191118717194,antonym,shared_token,single,9,24,repair,damage,double,single, single,80
0.19752971827983856,-0.03819900006055832,antonym,antonym,lead,10,24,repair,damage,follow,lead, lead,89
-0.18471570312976837,0.07494990527629852,antonym,shared_token,passionate,1,25,pride,humility,indifferent,passionate, passionate,7
-0.07132016867399216,-0.16139096021652222,antonym,antonym,feast,2,25,pride,humility,starve,feast, feast,16
-0.07768553495407104,0.11530648171901703,antonym,antonym,flexible,3,25,pride,humility,rigid,flexible, flexible,25
-0.07370079308748245,-0.10208828747272491,antonym,antonym,opacity,4,25,pride,humility,transparency,opacity, opacity,34
-0.16406358778476715,0.05803976207971573,antonym,shared_token,misleading,5,25,pride,humility,informative,misleading, misleading,43
