icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
2,pre_label_token,national_parks,train,activation,-1.635713815689087,-10.460799217224121,101,13,Craters of the Moon National Monument,Idaho,15,First Ladies National Historic Site,Ohio,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.2896885871887207,-10.939105987548828,102,212,Ford's Theatre National Historic Site,Washington DC,210,Aniakchak National Monument,Alaska,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.4240143299102783,-11.556227684020996,103,18,Biscayne National Park,Florida,218,Belmont-Paul Women's Equality National Monument,Washington DC,28,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.2932687997817993,-10.728498458862305,104,268,Chickasaw National Recreation Area,Oklahoma,277,John D. Rockefeller Jr. Memorial Parkway,Wyoming,28,:,predictive_token
2,pre_label_token,national_parks,train,activation,-2.362527847290039,-9.377716064453125,105,125,William Howard Taft National Historic Site,Ohio,192,Saguaro National Park,Arizona,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.5614306926727295,-12.061630249023438,106,17,Pictured Rocks National Lakeshore,Michigan,141,Andersonville National Historic Site,Georgia,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.7335903644561768,-11.070464134216309,107,127,Clara Barton National Historic Site,Maryland,198,Sitka National Historical Park,Alaska,30,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.4603278636932373,-11.654125213623047,108,133,Missouri National Recreational River,Nebraska,7,Ross Lake National Recreation Area,Washington,23,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.8086566925048828,-12.302538871765137,109,147,First State National Historical Park,Pennsylvania,299,Chamizal National Memorial,Texas,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.5740344524383545,-9.962032318115234,110,166,Washita Battlefield National Historic Site,Oklahoma,193,Canyon De Chelly National Monument,Arizona,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.5116119384765625,-9.735584259033203,111,73,Yosemite National Park,California,158,Piscataway Park,Maryland,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.1780309677124023,-12.225805282592773,112,299,Chamizal National Memorial,Texas,199,Shiloh National Military Park,Mississippi,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.6843600273132324,-5.765007495880127,113,5,Everglades National Park,Florida,0,Olympic National Park,Washington,19,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.3126246929168701,-12.175249099731445,114,148,Cowpens National Battlefield,South Carolina,22,Effigy Mounds National Monument,Iowa,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,-2.226719856262207,-13.381052017211914,115,185,Fort Monroe National Monument,Virginia,294,Manhattan Project National Historical Park,Washington,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.4619684219360352,-12.395212173461914,116,184,Big Hole National Battlefield,Montana,284,El Morro National Monument,New Mexico,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.7987167835235596,-13.405296325683594,117,115,Marsh-Billings-Rockefeller National Historical Park,Vermont,35,Oregon Caves National Monument and Preserve,Oregon,29,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.6454840898513794,-11.721168518066406,118,279,Poverty Point National Monument,Louisiana,125,William Howard Taft National Historic Site,Ohio,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.3964171409606934,-12.311131477355957,119,264,Cane River Creole National Historical Park,Louisiana,134,Sagamore Hill National Historic Site,New York,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,-3.0243914127349854,-9.332024574279785,120,65,Jean Lafitte National Historical Park and Preserve,Louisiana,47,Manhattan Project National Historical Park,New Mexico,22,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.8625905513763428,-12.7621488571167,121,218,Belmont-Paul Women's Equality National Monument,Washington DC,183,Hovenweep National Monument,Utah,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.8684282302856445,-11.71833610534668,122,247,Point Reyes National Seashore,California,101,Lake Mead National Recreation Area,Nevada,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.1889504194259644,-13.192510604858398,123,35,Oregon Caves National Monument and Preserve,Oregon,24,Monocacy National Battlefield,Maryland,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-2.6446585655212402,-8.699341773986816,124,118,Buck Island Reef National Monument,Virgin Islands,135,Mammoth Cave National Park,Kentucky,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-2.3391690254211426,-9.576990127563477,125,90,Great Sand Dunes National Park,Colorado,157,Great Egg Harbor Scenic and Recreational River,New Jersey,27,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.026476144790649414,-12.725118637084961,126,200,Little Bighorn Battlefield National Monument,Montana,67,Valles Caldera National Preserve,New Mexico,26,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.0854110717773438,-11.486464500427246,127,292,Whitman Mission National Historic Site,Washington,93,Kobuk Valley National Park,Alaska,24,:,predictive_token
2,pre_label_token,national_parks,train,activation,-1.612563133239746,-11.675765991210938,128,110,Yellowstone National Park,Wyoming,72,John F. Kennedy National Historic Site,Massachusetts,25,:,predictive_token
2,pre_label_token,national_parks,train,activation,-0.9757969379425049,-11.039076805114746,129,129,Perry's Victory and International Peace Memorial,Ohio,23,Assateague Island National Seashore,Virginia,26,:,predictive_token
2,pre_label_token,national_parks,train,function_vector,5.5753631591796875,-3.231168508529663,,,,,,,,,,
2,pre_label_token,english-spanish,train,activation,-13.068378448486328,16.75973129272461,0,2223,enjoyed,disfrutado,1996,atlantic,atlántico,22,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-8.46235179901123,21.328428268432617,1,1778,headquarters,sede,10,kings,reyes,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.391311645507812,27.454294204711914,2,3551,graves,tumbas,3292,date,fecha,16,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-15.195362091064453,31.913677215576172,3,1594,television,televisión,2204,conversation,conversación,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-14.913987159729004,31.837726593017578,4,55,techniques,técnicas,2075,discussing,discutiendo,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-8.978659629821777,21.680622100830078,5,2643,game,juego,2837,ceremony,ceremonia,16,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.260303497314453,21.98074722290039,6,1291,renewed,renovado,3042,partly,parcialmente,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-9.457048416137695,14.503632545471191,7,2008,older,mayor,1525,volleyball,voleibol,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-15.26769733428955,32.56932067871094,8,1911,manuscript,manuscrito,1350,shows,espectáculos,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-16.140289306640625,27.83647346496582,9,464,marathon,maratón,476,stores,tiendas,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-8.947110176086426,14.175418853759766,10,3032,arm,brazo,1381,russia,rusia,19,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-13.90512466430664,29.1212158203125,11,186,ruled,gobernado,563,cloud,nube,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-12.648369789123535,21.00399398803711,12,816,ports,puertos,2041,civilians,civiles,19,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-13.404821395874023,30.71163558959961,13,2494,iraq,Irak,2769,winning,ganar,16,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-7.912569999694824,20.533674240112305,14,775,posting,publicación,1280,oblast,óblast,20,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.218121528625488,21.575986862182617,15,3298,exclusive,exclusivo,3286,marshal,mariscal,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-9.903985023498535,26.099428176879883,16,3151,merit,mérito,1331,patients,pacientes,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-12.458908081054688,29.722349166870117,17,1978,nicknamed,apodado,2870,little,pequeño,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-13.909667015075684,29.94438934326172,18,1874,enrolled,inscrito,269,inspired,inspirado,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-10.636374473571777,24.55077362060547,19,723,trails,senderos,701,plateau,meseta,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.368026733398438,24.36152458190918,20,702,wednesday,miércoles,244,sample,muestra,18,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-9.523161888122559,21.669696807861328,21,2058,complex,complejo,2505,berlin,Berlín,19,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.072178840637207,20.09557342529297,22,2535,notice,aviso,2443,journalism,periodismo,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-11.828893661499023,26.918813705444336,23,1669,employee,empleado,1490,observatory,observatorio,17,:,predictive_token
2,pre_label_token,english-spanish,train,activation,-8.836316108703613,13.405893325805664,24,383,paint,pintura,167,indianapolis,Indianápolis,20,:,predictive_token
