icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
1,pre_label_token,national_parks,train,activation,1.6602426767349243,-3.2322592735290527,27,34,Harpers Ferry National Historical Park,West Virginia,80,Guadalupe Mountains National Park,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.789625883102417,-4.3950958251953125,28,28,Lassen Volcanic National Park,California,38,Amistad National Recreation Area,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5892996788024902,1.1209561824798584,29,213,Channel Islands National Park,California,180,Russell Cave National Monument,Alabama,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9272353649139404,-2.5109024047851562,30,11,Antietam National Battlefield,Maryland,22,Effigy Mounds National Monument,Iowa,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.924290418624878,-1.4129725694656372,31,255,Walnut Canyon National Monument,Arizona,23,Assateague Island National Seashore,Virginia,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7195632457733154,0.5298497676849365,32,209,Rock Creek Park,Washington DC,194,Fire Island National Seashore,New York,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9270293712615967,-0.19241154193878174,33,239,Boston Harbor Islands National Recreation Area,Massachusetts,39,Big Bend National Park,Texas,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.2821484804153442,-1.934437870979309,34,295,Crater Lake National Park,Oregon,255,Walnut Canyon National Monument,Arizona,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.579061508178711,3.4012746810913086,35,249,Chiricahua National Monument,Arizona,31,Missouri National Recreational River,South Dakota,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.956758975982666,-1.0916285514831543,36,74,Thomas Edison National Historical Park,New Jersey,4,Gulf Islands National Seashore,Mississippi,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.2970726490020752,0.6121525168418884,37,304,Natchez Trace Parkway,Mississippi,160,Denali National Park,Alaska,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.215975761413574,0.024207592010498047,38,24,Monocacy National Battlefield,Maryland,276,Boston African American National Historic Site,Massachusetts,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7807495594024658,4.577028274536133,39,288,Martin Van Buren National Historic Site,New York,110,Yellowstone National Park,Wyoming,8,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9377435445785522,-0.14128196239471436,40,300,Hovenweep National Monument,Colorado,287,Camp Nelson National Monument,Kentucky,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1725869178771973,-1.4571585655212402,41,232,James A. Garfield National Historic Site,Ohio,257,Castle Clinton National Monument,New York,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6848182678222656,-1.0307929515838623,42,45,Lowell National Historical Park,Massachusetts,17,Pictured Rocks National Lakeshore,Michigan,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7385435104370117,-1.5740708112716675,43,153,Carter G. Woodson Home National Historic Site,Washington DC,271,Morristown National Historical Park,New Jersey,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.460087776184082,-3.088229179382324,44,311,Gateway National Recreation Area,New Jersey,189,Moores Creek National Battlefield,North Carolina,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.181631088256836,-0.1842009425163269,45,49,Castillo de San Marcos National Monument,Florida,116,Gateway Arch National Park,Missouri,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9426988363265991,-3.5073373317718506,46,243,Wupatki National Monument,Arizona,67,Valles Caldera National Preserve,New Mexico,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8831870555877686,-3.572256565093994,47,50,Pipestone National Monument,Minnesota,33,Alibates Flint Quarries National Monument,Texas,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8434745073318481,-2.5699737071990967,48,158,Piscataway Park,Maryland,309,John Muir National Historic Site,California,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.499753952026367,-2.0526795387268066,49,251,Rio Grande Wild and Scenic River,Texas,228,San Juan Island National Historical Park,Washington,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8831870555877686,-3.572256565093994,50,206,Castle Mountains National Monument,California,33,Alibates Flint Quarries National Monument,Texas,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.4183826446533203,-1.937554121017456,51,191,Cabrillo National Monument,California,288,Martin Van Buren National Historic Site,New York,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9941613674163818,1.0137741565704346,52,283,Niobrara National Scenic River,Nebraska,147,First State National Historical Park,Pennsylvania,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8085503578186035,-2.0130419731140137,53,227,Fort Union Trading Post National Historic Site,Montana,27,Bryce Canyon National Park,Utah,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.3726325035095215,-0.8429833650588989,54,150,Hawaii Volcanoes National Park,Hawaii,241,Petroglyph National Monument,New Mexico,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1397809982299805,-2.985151767730713,55,196,Saugus Iron Works National Historic Site,Massachusetts,111,San Antonio Missions National Historical Park,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9237110614776611,-1.0262365341186523,56,183,Hovenweep National Monument,Utah,46,Edgar Allan Poe National Historic Site,Pennsylvania,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7528541088104248,-4.059462547302246,57,107,Fort Union National Monument,New Mexico,120,Fort Union Trading Post National Historic Site,North Dakota,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7900805473327637,-2.4036178588867188,58,314,Rocky Mountain National Park,Colorado,169,Tuzigoot National Monument,Arizona,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.4583044052124023,-2.71077823638916,59,237,Navajo National Monument,Arizona,16,Carl Sandburg Home National Historic Site,North Carolina,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.2223587036132812,-2.608954668045044,60,95,Minidoka National Historic Site,Idaho,94,Glen Canyon National Recreation Area,Arizona,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7807495594024658,4.577028274536133,61,210,Aniakchak National Monument,Alaska,110,Yellowstone National Park,Wyoming,8,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.343099594116211,1.4570744037628174,62,83,Chickamauga & Chattanooga National Military Park,Tennessee,299,Chamizal National Memorial,Texas,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.2625350952148438,-2.839055061340332,63,137,Minute Man National Historical Park,Massachusetts,156,Santa Monica Mountains National Recreation Area,California,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.639811635017395,2.06522798538208,64,269,Washington Monument,Washington DC,254,National Capital Parks-East,Washington DC,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.509795665740967,-0.973133385181427,65,120,Fort Union Trading Post National Historic Site,North Dakota,240,Lewis and Clark National Historical Park,Oregon,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.826054573059082,-2.886960983276367,66,194,Fire Island National Seashore,New York,183,Hovenweep National Monument,Utah,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.032142400741577,-1.4569207429885864,67,109,Lincoln Home National Historic Site,Illinois,125,William Howard Taft National Historic Site,Ohio,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.0309343338012695,-3.4982542991638184,68,25,Rosie the Riveter World War II Home Front National Historical Park,California,252,Black Canyon of the Gunnison National Park,Colorado,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9270293712615967,-0.19241154193878174,69,113,Glacier National Park,Montana,39,Big Bend National Park,Texas,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.4240097999572754,-2.006728172302246,70,197,Ebey's Landing National Historical Reserve,Washington,21,Fort Donelson National Battlefield,Tennessee,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.2831854820251465,-4.019280910491943,71,93,Kobuk Valley National Park,Alaska,65,Jean Lafitte National Historical Park and Preserve,Louisiana,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7667145729064941,-3.886626720428467,72,265,San Juan National Historic Site,Puerto Rico,153,Carter G. Woodson Home National Historic Site,Washington DC,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5646312236785889,0.8731928467750549,73,172,Mount Rushmore National Memorial,South Dakota,24,Monocacy National Battlefield,Maryland,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6954206228256226,-3.656435966491699,74,43,Pu'ukohola Heiau National Historic Site,Hawaii,112,Ste. Genevieve National Historical Park,Missouri,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6214685440063477,-2.0152058601379395,75,61,Sand Creek Massacre National Historic Site,Colorado,5,Everglades National Park,Florida,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.343099594116211,1.4570744037628174,76,4,Gulf Islands National Seashore,Mississippi,299,Chamizal National Memorial,Texas,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5922199487686157,-1.878507375717163,77,267,Honouliuli National Historic Site,Hawaii,283,Niobrara National Scenic River,Nebraska,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1231794357299805,-2.3181276321411133,78,94,Glen Canyon National Recreation Area,Arizona,57,Chesapeake and Ohio Canal National Historical Park,Maryland,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1397809982299805,-2.985151767730713,79,181,Manhattan Project National Historical Park,Tennessee,111,San Antonio Missions National Historical Park,Texas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.247614860534668,-2.717033624649048,80,220,Natchez Trace Parkway,Tennessee,19,George Washington Carver National Monument,Missouri,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.003854513168335,-3.4482359886169434,81,54,Lewis and Clark National Historical Park,Washington,170,Tule Springs Fossil Beds National Monument,Nevada,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5709338188171387,-0.4610452651977539,82,22,Effigy Mounds National Monument,Iowa,71,Voyageurs National Park,Minnesota,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7110735177993774,-1.2270312309265137,83,26,Wilson's Creek National Battlefield,Missouri,195,Valley Forge National Historical Park,Pennsylvania,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6513566970825195,-1.2102913856506348,84,39,Big Bend National Park,Texas,186,Natchez National Historical Park,Mississippi,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.923491358757019,-2.551337480545044,85,277,John D. Rockefeller Jr. Memorial Parkway,Wyoming,55,Tallgrass Prairie National Preserve,Kansas,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,0.8367946743965149,1.142004132270813,86,27,Bryce Canyon National Park,Utah,198,Sitka National Historical Park,Alaska,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9957497119903564,-2.096235752105713,87,281,Sunset Crater Volcano National Monument,Arizona,277,John D. Rockefeller Jr. Memorial Parkway,Wyoming,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.5999903678894043,-3.6710288524627686,88,208,Kennesaw Mountain National Battlefield Park,Georgia,40,Big South Fork National River and Recreation Area,Kentucky,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6891820430755615,0.2482944130897522,89,30,Cuyahoga Valley National Park,Ohio,184,Big Hole National Battlefield,Montana,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.509795665740967,-0.973133385181427,90,155,Theodore Roosevelt Inaugural National Historic Site,New York,240,Lewis and Clark National Historical Park,Oregon,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9270293712615967,-0.19241154193878174,91,234,Gateway National Recreation Area,New York,39,Big Bend National Park,Texas,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.0309343338012695,-3.4982542991638184,92,284,El Morro National Monument,New Mexico,252,Black Canyon of the Gunnison National Park,Colorado,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9424867630004883,-2.242744207382202,93,19,George Washington Carver National Monument,Missouri,88,Johnstown Flood National Memorial,Pennsylvania,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.4814876317977905,-0.002953767776489258,94,171,Kings Mountain National Military Park,South Carolina,161,Coronado National Memorial,Arizona,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8941054344177246,-5.9434661865234375,95,177,Theodore Roosevelt Birthplace National Historic Site,New York,230,New River Gorge National Park and Preserve,West Virginia,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1982483863830566,-3.6844115257263184,96,161,Coronado National Memorial,Arizona,226,Medgar and Myrlie Evers Home National Monument,Mississippi,15,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.682989478111267,0.34376436471939087,97,205,Pu'uhonua O Honaunau National Historical Park,Hawaii,81,Fort Point National Historic Site,California,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6003267765045166,-0.43396592140197754,98,256,Big South Fork National River and Recreation Area,Tennessee,82,Fort Necessity National Battlefield,Pennsylvania,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.623497724533081,-2.3874869346618652,99,131,White House and President's Park,Washington DC,301,Capitol Reef National Park,Utah,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.4599673748016357,-0.8503846526145935,100,294,Manhattan Project National Historical Park,Washington,69,Eleanor Roosevelt National Historic Site,New York,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.696960210800171,-3.6967170238494873,101,13,Craters of the Moon National Monument,Idaho,85,Florissant Fossil Beds National Monument,Colorado,14,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.2617835998535156,-0.034945130348205566,102,212,Ford's Theatre National Historic Site,Washington DC,70,Bandelier National Monument,New Mexico,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.0562195777893066,0.19087064266204834,103,18,Biscayne National Park,Florida,265,San Juan National Historic Site,Puerto Rico,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8161389827728271,-1.5353376865386963,104,268,Chickasaw National Recreation Area,Oklahoma,223,Ninety Six National Historic Site,South Carolina,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.025958776473999,0.5513790845870972,105,125,William Howard Taft National Historic Site,Ohio,103,Federal Hall National Memorial,New York,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.0309343338012695,-3.4982542991638184,106,17,Pictured Rocks National Lakeshore,Michigan,252,Black Canyon of the Gunnison National Park,Colorado,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.5267419815063477,-2.7617177963256836,107,127,Clara Barton National Historic Site,Maryland,261,Whiskeytown-Shasta-Trinity National Recreation Area,California,17,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.9941613674163818,1.0137741565704346,108,133,Missouri National Recreational River,Nebraska,310,First State National Historical Park,Delaware,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7528541088104248,-4.059462547302246,109,147,First State National Historical Park,Pennsylvania,120,Fort Union Trading Post National Historic Site,North Dakota,12,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7994825839996338,0.2851458787918091,110,166,Washita Battlefield National Historic Site,Oklahoma,190,Natchez Trace Parkway,Alabama,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.559964895248413,-3.6963908672332764,111,73,Yosemite National Park,California,217,Hohokam Pima National Monument,Arizona,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,0.8160426616668701,-1.6102097034454346,112,299,Chamizal National Memorial,Texas,148,Cowpens National Battlefield,South Carolina,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.0610177516937256,3.5561087131500244,113,5,Everglades National Park,Florida,73,Yosemite National Park,California,8,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.7345830202102661,-0.6924358606338501,114,148,Cowpens National Battlefield,South Carolina,138,Pecos National Historical Park,New Mexico,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.8229074478149414,-1.94642972946167,115,185,Fort Monroe National Monument,Virginia,239,Boston Harbor Islands National Recreation Area,Massachusetts,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.60268235206604,0.504481852054596,116,184,Big Hole National Battlefield,Montana,6,Cape Cod National Seashore,Massachusetts,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.285440444946289,-3.725320816040039,117,115,Marsh-Billings-Rockefeller National Historical Park,Vermont,280,Little Rock Central High School National Historic Site,Arkansas,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6891820430755615,0.2482944130897522,118,279,Poverty Point National Monument,Louisiana,184,Big Hole National Battlefield,Montana,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1725869178771973,-1.4571585655212402,119,264,Cane River Creole National Historical Park,Louisiana,257,Castle Clinton National Monument,New York,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.2970726490020752,0.6121525168418884,120,65,Jean Lafitte National Historical Park and Preserve,Louisiana,160,Denali National Park,Alaska,9,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.6513566970825195,-1.2102913856506348,121,218,Belmont-Paul Women's Equality National Monument,Washington DC,186,Natchez National Historical Park,Mississippi,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5933492183685303,-1.8398709297180176,122,247,Point Reyes National Seashore,California,286,Allegheny Portage Railroad National Historic Site,Pennsylvania,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1231794357299805,-2.3181276321411133,123,35,Oregon Caves National Monument and Preserve,Oregon,57,Chesapeake and Ohio Canal National Historical Park,Maryland,13,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.639811635017395,2.06522798538208,124,118,Buck Island Reef National Monument,Virgin Islands,254,National Capital Parks-East,Washington DC,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.198312997817993,-0.6537209749221802,125,90,Great Sand Dunes National Park,Colorado,18,Biscayne National Park,Florida,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.8434745073318481,-2.5699737071990967,126,200,Little Bighorn Battlefield National Monument,Montana,309,John Muir National Historic Site,California,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.1364381313323975,-2.9044690132141113,127,292,Whitman Mission National Historic Site,Washington,193,Canyon De Chelly National Monument,Arizona,11,:,predictive_token
1,pre_label_token,national_parks,train,activation,2.5675978660583496,-1.7160934209823608,128,110,Yellowstone National Park,Wyoming,101,Lake Mead National Recreation Area,Nevada,10,:,predictive_token
1,pre_label_token,national_parks,train,activation,1.5174391269683838,-1.026879072189331,129,129,Perry's Victory and International Peace Memorial,Ohio,165,Fort Davis National Historic Site,Texas,10,:,predictive_token
1,pre_label_token,national_parks,train,function_vector,11.095149993896484,0.5777149796485901,,,,,,,,,,
1,pre_label_token,english-spanish,train,activation,1.069158673286438,15.421751976013184,0,2223,enjoyed,disfrutado,2935,eagles,águilas,7,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.301423043012619,23.650846481323242,1,1778,headquarters,sede,931,stayed,quedó,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.5228381156921387,27.073265075683594,2,3551,graves,tumbas,3327,closure,cierre,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.6132252216339111,31.884883880615234,3,1594,television,televisión,2877,different,diferente,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.8302795886993408,23.53654670715332,4,55,techniques,técnicas,3548,confusion,confusión,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.502730131149292,30.218521118164062,5,2643,game,juego,1286,exit,salida,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.6390459537506104,28.415721893310547,6,1291,renewed,renovado,883,closed,cerrado,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.205451488494873,17.261390686035156,7,2008,older,mayor,1125,julius,Julio,8,:,predictive_token
1,pre_label_token,english-spanish,train,activation,-0.4021461009979248,31.134521484375,8,1911,manuscript,manuscrito,1108,frequent,frecuente,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.0783066749572754,24.752090454101562,9,464,marathon,maratón,1634,credit,crédito,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.5430666208267212,17.408241271972656,10,3032,arm,brazo,1023,holland,Holanda,8,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.0094058513641357,30.679025650024414,11,186,ruled,gobernado,1045,briefly,brevemente,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.558870792388916,27.979198455810547,12,816,ports,puertos,3483,statistics,estadísticas,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.1908891201019287,30.486431121826172,13,2494,iraq,Irak,3024,theme,tema,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.841395616531372,32.263282775878906,14,775,posting,publicación,2066,public,público,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.8810951113700867,16.418746948242188,15,3298,exclusive,exclusivo,118,holdings,posesiones,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.7829806804656982,32.55214309692383,16,3151,merit,mérito,2459,establish,establecer,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.18864870071411133,33.530723571777344,17,1978,nicknamed,apodado,2896,leaving,saliendo,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.4277172088623047,31.127227783203125,18,1874,enrolled,inscrito,3549,objective,objetivo,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.1719532012939453,32.74901580810547,19,723,trails,senderos,1483,registered,registrado,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.0263751745224,29.807231903076172,20,702,wednesday,miércoles,1842,asking,preguntando,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.930660367012024,29.17165756225586,21,2058,complex,complejo,1351,critical,crítico,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,2.6563374996185303,22.91375732421875,22,2535,notice,aviso,1364,foundation,fundación,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,0.31443238258361816,31.634197235107422,23,1669,employee,empleado,2556,designated,designado,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.5067858695983887,15.743515968322754,24,383,paint,pintura,1302,louisiana,Luisiana,8,:,predictive_token
1,pre_label_token,english-spanish,train,activation,-0.032023340463638306,26.215713500976562,25,1141,marriage,matrimonio,3225,sunk,hundido,6,:,predictive_token
1,pre_label_token,english-spanish,train,activation,1.0342711210250854,15.53946304321289,26,308,bulgarian,búlgaro,692,gothic,gótico,8,:,predictive_token
