token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
pre_label_token,antonym,train,activation,-10.080021858215332,30.027626037597656,20,1311,gradual,sudden,1570,helpless,capable,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.853364944458008,29.33509063720703,21,258,net,gross,497,knock,answer,91,:,predictive_token
pre_label_token,antonym,train,activation,-10.844961166381836,30.270736694335938,22,788,boom,whisper,424,offend,appease,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.22447681427002,36.277198791503906,23,267,serious,funny,1545,surface,depth,87,:,predictive_token
pre_label_token,antonym,train,activation,-13.285120010375977,38.048248291015625,24,1179,systemic,nonsystemic,393,affordable,expensive,88,:,predictive_token
pre_label_token,antonym,train,activation,-13.032452583312988,36.28789138793945,25,1351,predictive,reactive,1044,blessed,cursed,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.116246223449707,34.00993347167969,26,603,entire,partial,942,equality,inequality,90,:,predictive_token
pre_label_token,antonym,train,activation,-9.862876892089844,24.03497314453125,27,898,withdrawal,deposit,1432,place,displace,89,:,predictive_token
pre_label_token,antonym,train,activation,-10.83059024810791,26.357460021972656,28,589,ultraviolet,infrared,1613,end,beginning,89,:,predictive_token
pre_label_token,antonym,train,activation,-12.30572509765625,30.108612060546875,29,830,injure,heal,691,yield,resist,88,:,predictive_token
pre_label_token,antonym,train,activation,-13.27680778503418,37.706905364990234,30,503,monstrous,tiny,901,useless,useful,87,:,predictive_token
pre_label_token,antonym,train,activation,-14.116174697875977,38.667030334472656,31,652,prevention,promotion,1271,functional,dysfunctional,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.214909553527832,31.290992736816406,32,339,authentic,fake,1481,religious,secular,89,:,predictive_token
pre_label_token,antonym,train,activation,-13.142465591430664,32.409324645996094,33,1122,ruin,preserve,1541,curse,blessing,88,:,predictive_token
pre_label_token,antonym,train,activation,-10.670453071594238,26.906330108642578,34,1301,much,little,342,messy,neat,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.942253112792969,35.3121223449707,35,1063,western,eastern,138,unreal,real,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.597640991210938,32.620880126953125,36,1670,stupid,smart,661,maintain,deteriorate,90,:,predictive_token
pre_label_token,antonym,train,activation,-11.777202606201172,37.66777420043945,37,1055,revolutionary,traditional,753,fortune,misfortune,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.084844589233398,33.57790756225586,38,497,knock,answer,532,stability,instability,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.752439498901367,27.438385009765625,39,1424,enough,insufficient,1411,weaken,strengthen,88,:,predictive_token
pre_label_token,antonym,train,activation,-13.249274253845215,37.77690124511719,40,591,harass,comfort,1378,beast,beauty,89,:,predictive_token
pre_label_token,antonym,train,activation,-12.287373542785645,37.09538269042969,41,1098,unknown,known,436,immortality,mortality,87,:,predictive_token
pre_label_token,antonym,train,activation,-9.126781463623047,29.43789291381836,42,826,visual,auditory,136,everything,nothing,90,:,predictive_token
pre_label_token,antonym,train,activation,-10.531579971313477,28.216773986816406,43,391,detached,attached,847,record,erase,91,:,predictive_token
pre_label_token,antonym,train,activation,-10.094759941101074,30.618852615356445,44,665,aversion,attraction,1426,brilliant,dull,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.86877727508545,31.196073532104492,45,1454,northwestern,southeastern,45,pollution,cleanliness,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.788454055786133,34.51788330078125,46,1625,simultaneous,consecutive,284,fore,aft,88,:,predictive_token
pre_label_token,antonym,train,activation,-11.361154556274414,29.45453453063965,47,733,establish,dismantle,967,fragile,durable,94,:,predictive_token
pre_label_token,antonym,train,activation,-10.974774360656738,31.629196166992188,48,509,awake,asleep,1571,tomorrow,yesterday,89,:,predictive_token
pre_label_token,antonym,train,activation,-13.262451171875,38.23212814331055,49,364,nice,mean,1543,inspire,discourage,90,:,predictive_token
pre_label_token,antonym,train,activation,-12.18868637084961,30.2885684967041,50,1285,enter,exit,1508,novel,classic,87,:,predictive_token
pre_label_token,antonym,train,activation,-13.254005432128906,34.544090270996094,51,671,other,same,295,insertion,removal,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.30118179321289,34.44477081298828,52,232,come,go,1477,adolescent,elderly,88,:,predictive_token
pre_label_token,antonym,train,activation,-8.47843074798584,26.5119571685791,53,1031,median,extreme,883,dusk,dawn,90,:,predictive_token
pre_label_token,antonym,train,activation,-9.340911865234375,29.967906951904297,54,90,tropical,polar,578,gay,straight,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.676231384277344,32.49029541015625,55,93,thermal,cooling,1642,wake,sleep,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.872793197631836,35.756736755371094,56,13,file,delete,1332,dislike,like,92,:,predictive_token
pre_label_token,antonym,train,activation,-11.926603317260742,34.306976318359375,57,1060,niece,nephew,1108,refreshing,stale,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.458724021911621,37.109344482421875,58,1582,upright,inverted,807,dim,bright,90,:,predictive_token
pre_label_token,antonym,train,activation,-12.56365966796875,38.285858154296875,59,399,auxiliary,primary,184,straight,curved,89,:,predictive_token
pre_label_token,antonym,train,activation,-13.435674667358398,40.69139862060547,60,367,immature,mature,1051,distinct,indistinct,88,:,predictive_token
pre_label_token,antonym,train,activation,-9.182507514953613,22.753299713134766,61,675,sew,unravel,280,mutual,individual,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.624441146850586,32.26854705810547,62,161,dismantle,assemble,155,motion,stillness,88,:,predictive_token
pre_label_token,antonym,train,activation,-10.312400817871094,31.497554779052734,63,85,appearance,disappearance,1533,agreement,disagreement,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.334723472595215,30.78801918029785,64,585,intersect,separate,1498,special,ordinary,90,:,predictive_token
pre_label_token,antonym,train,activation,-11.939550399780273,29.700759887695312,65,1258,urban,rural,1100,average,exceptional,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.754719734191895,37.140777587890625,66,1514,sponsor,beneficiary,1647,unconventional,conventional,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.29910945892334,31.781923294067383,67,525,fake,real,1304,global,local,93,:,predictive_token
pre_label_token,antonym,train,activation,-11.766708374023438,32.87282180786133,68,900,exclusive,inclusive,678,manned,unmanned,89,:,predictive_token
pre_label_token,antonym,train,activation,-13.326346397399902,36.57478713989258,69,1324,connect,disconnect,251,incoming,outgoing,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.158125877380371,32.61659622192383,70,1373,worried,relaxed,872,smile,frown,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.120743751525879,31.40565299987793,71,1013,moist,dry,999,ground,sky,91,:,predictive_token
pre_label_token,antonym,train,activation,-9.380636215209961,28.54508399963379,72,52,cooperation,competition,130,tired,energetic,89,:,predictive_token
pre_label_token,antonym,train,activation,-10.543514251708984,31.634309768676758,73,1024,coastal,inland,1650,please,thank you,87,:,predictive_token
pre_label_token,antonym,train,activation,-13.378690719604492,35.790679931640625,74,201,farther,closer,525,fake,real,88,:,predictive_token
pre_label_token,antonym,train,activation,-8.521646499633789,27.774192810058594,75,1355,escalate,deescalate,1416,inconsistent,consistent,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.66496467590332,30.9665470123291,76,576,mediocre,exceptional,1424,enough,insufficient,88,:,predictive_token
pre_label_token,antonym,train,activation,-11.205089569091797,30.068391799926758,77,433,individual,group,1404,deficiency,surplus,90,:,predictive_token
pre_label_token,antonym,train,activation,-10.65522575378418,34.7070198059082,78,446,localized,widespread,335,correct,incorrect,90,:,predictive_token
pre_label_token,antonym,train,activation,-13.022119522094727,37.106937408447266,79,1161,minute,hour,706,civilian,military,91,:,predictive_token
pre_label_token,antonym,train,activation,-11.217353820800781,32.812496185302734,80,1232,weak,strong,300,hot,cool,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.750192642211914,30.928695678710938,81,637,unconscious,conscious,42,ease,difficulty,89,:,predictive_token
pre_label_token,antonym,train,activation,-10.355901718139648,31.032617568969727,82,784,encourage,discourage,330,sender,receiver,88,:,predictive_token
pre_label_token,antonym,train,activation,-10.726519584655762,29.878305435180664,83,918,simplicity,complexity,281,contingent,inevitable,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.82449722290039,31.412931442260742,84,935,sophisticated,simple,352,standard,nonstandard,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.17100715637207,31.240203857421875,85,1410,vocal,silent,847,record,erase,89,:,predictive_token
pre_label_token,antonym,train,activation,-12.430242538452148,37.34345245361328,86,301,enlightenment,ignorance,778,autonomous,dependent,89,:,predictive_token
pre_label_token,antonym,train,activation,-9.664167404174805,23.960594177246094,87,536,lifeless,lively,592,embryonic,mature,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.919902801513672,31.681447982788086,88,89,conspiracy,truth,1041,raise,lower,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.601295471191406,33.50200653076172,89,271,elevation,depression,476,bankrupt,solvent,89,:,predictive_token
pre_label_token,antonym,train,activation,-10.793466567993164,30.834842681884766,90,737,rugged,smooth,45,pollution,cleanliness,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.928864479064941,35.40576171875,91,1510,feasible,infeasible,1045,angular,rounded,87,:,predictive_token
pre_label_token,antonym,train,activation,-6.9355854988098145,17.3199405670166,92,1370,perceive,ignore,101,penal,rewarding,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.229400634765625,35.74433898925781,93,1151,export,import,1377,sanity,insanity,88,:,predictive_token
pre_label_token,antonym,train,activation,-12.136651992797852,32.62578201293945,94,559,dependent,independent,1529,improvement,deterioration,87,:,predictive_token
pre_label_token,antonym,train,activation,-8.697187423706055,24.93128204345703,95,530,approach,retreat,270,barren,fertile,89,:,predictive_token
pre_label_token,antonym,train,activation,-12.742528915405273,34.624473571777344,96,513,pale,vibrant,417,graduate,undergraduate,89,:,predictive_token
pre_label_token,antonym,train,activation,-13.44655990600586,35.000709533691406,97,195,socialist,capitalist,515,adjacent,distant,88,:,predictive_token
pre_label_token,antonym,train,activation,-14.512589454650879,41.56581115722656,98,773,archaic,modern,1381,available,unavailable,89,:,predictive_token
pre_label_token,antonym,train,activation,-9.373870849609375,27.110660552978516,99,624,sustain,deplete,885,express,suppress,89,:,predictive_token
pre_label_token,antonym,train,activation,-8.22433853149414,24.31896209716797,100,708,anger,joy,678,manned,unmanned,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.002918243408203,31.909337997436523,101,1366,secular,religious,43,shrink,expand,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.654356002807617,30.525548934936523,102,694,final,initial,1246,terminate,initiate,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.3059663772583,33.091522216796875,103,912,bisexual,monosexual,1263,expenditure,income,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.685799598693848,31.072837829589844,104,1046,back,front,1380,cause,effect,91,:,predictive_token
pre_label_token,antonym,train,activation,-11.781412124633789,33.38574981689453,105,1474,reject,accept,817,insane,sane,87,:,predictive_token
pre_label_token,antonym,train,activation,-13.867117881774902,39.15841293334961,106,906,mature,immature,778,autonomous,dependent,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.779224395751953,31.214683532714844,107,221,young,mature,665,aversion,attraction,88,:,predictive_token
pre_label_token,antonym,train,activation,-14.160247802734375,40.73158264160156,108,1487,breach,comply,489,equip,disarm,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.680488586425781,33.556724548339844,109,1512,inferior,superior,1376,fertile,infertile,88,:,predictive_token
pre_label_token,antonym,train,activation,-13.60670280456543,37.78520965576172,110,937,irreversible,reversible,1565,involve,exclude,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.593833923339844,37.25846862792969,111,1305,farewell,greeting,603,entire,partial,94,:,predictive_token
pre_label_token,antonym,train,activation,-10.431931495666504,26.89443588256836,112,1494,illegal,legal,595,wee,large,87,:,predictive_token
pre_label_token,antonym,train,activation,-14.169717788696289,38.52958679199219,113,1239,ornament,plain,1641,compact,spacious,87,:,predictive_token
pre_label_token,antonym,train,activation,-12.291596412658691,38.540611267089844,114,369,creator,destroyer,1045,angular,rounded,88,:,predictive_token
pre_label_token,antonym,train,activation,-14.44969367980957,40.28705596923828,115,1119,stale,fresh,538,abundance,scarcity,89,:,predictive_token
pre_label_token,antonym,train,activation,-11.755125045776367,34.440155029296875,116,370,victorious,defeated,668,deceased,alive,91,:,predictive_token
pre_label_token,antonym,train,activation,-13.918561935424805,38.791133880615234,117,1057,sour,sweet,711,valid,invalid,87,:,predictive_token
pre_label_token,antonym,train,activation,-10.37173080444336,27.956220626831055,118,866,clumsy,graceful,1334,irrelevant,relevant,91,:,predictive_token
pre_label_token,antonym,train,activation,-9.785811424255371,29.81329345703125,119,270,barren,fertile,130,tired,energetic,93,:,predictive_token
pre_label_token,antonym,train,activation,-12.035701751708984,37.265716552734375,120,1040,union,division,1566,steady,unsteady,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.389610290527344,32.615386962890625,121,72,deny,confirm,1659,naive,experienced,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.431368827819824,30.99158477783203,122,921,lean,fat,1470,irregular,regular,91,:,predictive_token
pre_label_token,antonym,train,activation,-12.16556167602539,34.4882926940918,123,1486,war,peace,592,embryonic,mature,87,:,predictive_token
pre_label_token,antonym,train,activation,-9.274377822875977,24.567413330078125,124,1444,medial,lateral,1490,hole,solid,87,:,predictive_token
pre_label_token,antonym,train,activation,-11.176193237304688,30.879785537719727,125,901,useless,useful,667,rear,front,89,:,predictive_token
pre_label_token,antonym,train,activation,-9.539684295654297,29.595888137817383,126,985,consistent,inconsistent,922,flawed,perfect,87,:,predictive_token
pre_label_token,antonym,train,activation,-13.894110679626465,37.5840950012207,127,565,surrender,resist,169,limitless,limited,88,:,predictive_token
pre_label_token,antonym,train,activation,-11.69582748413086,33.043575286865234,128,119,charge,discharge,496,historical,contemporary,88,:,predictive_token
pre_label_token,antonym,train,activation,-11.996633529663086,34.03750991821289,129,325,newborn,elderly,11,empty,full,89,:,predictive_token
pre_label_token,antonym,train,function_vector,-20.79168701171875,13.656993865966797,,,,,,,,,,
pre_label_token,synonym,train,activation,0.6914855241775513,6.483924865722656,0,1247,senate,congress,1416,attempt,try,87,:,predictive_token
pre_label_token,synonym,train,activation,-1.819620966911316,10.955254554748535,1,646,trust,confidence,1286,disgusted,repulsed,87,:,predictive_token
pre_label_token,synonym,train,activation,1.7071971893310547,2.461061477661133,2,1067,forge,create,2014,orthodox,traditional,89,:,predictive_token
pre_label_token,synonym,train,activation,0.9563643932342529,5.261837959289551,3,1538,assign,allocate,708,educated,knowledgeable,93,:,predictive_token
pre_label_token,synonym,train,activation,1.4029126167297363,4.103733539581299,4,973,general,universal,1879,browse,surf,87,:,predictive_token
pre_label_token,synonym,train,activation,1.3805044889450073,3.3444466590881348,5,1457,sew,stitch,482,spite,malice,88,:,predictive_token
pre_label_token,synonym,train,activation,0.025537490844726562,4.721551418304443,6,1494,compete,contest,1847,wine,grape juice,88,:,predictive_token
pre_label_token,synonym,train,activation,-1.341921329498291,9.61205005645752,7,1165,exquisite,elegant,1608,author,writer,90,:,predictive_token
pre_label_token,synonym,train,activation,2.04060435295105,3.1090102195739746,8,994,growth,development,1923,horrific,terrifying,89,:,predictive_token
pre_label_token,synonym,train,activation,2.8285276889801025,1.3174347877502441,9,1423,sustain,maintain,480,upset,distressed,89,:,predictive_token
pre_label_token,synonym,train,activation,-0.1327497959136963,4.62169075012207,10,1428,placement,position,502,parole,release,87,:,predictive_token
pre_label_token,synonym,train,activation,0.07736063003540039,8.032747268676758,11,1849,coercive,forceful,845,unfounded,baseless,87,:,predictive_token
pre_label_token,synonym,train,activation,1.3669120073318481,4.589901924133301,12,1751,contemplate,ponder,1757,develop,grow,89,:,predictive_token
pre_label_token,synonym,train,activation,-0.09855055809020996,9.945302963256836,13,1798,piece,segment,1351,convenient,practical,87,:,predictive_token
pre_label_token,synonym,train,activation,-0.5083293318748474,5.577335357666016,14,600,good,excellent,1128,assert,claim,87,:,predictive_token
pre_label_token,synonym,train,activation,-0.11312460899353027,7.849476337432861,15,667,take,grab,1350,conquer,overcome,89,:,predictive_token
pre_label_token,synonym,train,activation,1.8072532415390015,4.535953044891357,16,1744,grow,develop,833,request,ask,91,:,predictive_token
pre_label_token,synonym,train,activation,0.5102248191833496,7.253117561340332,17,150,witness,observe,892,white,pale,87,:,predictive_token
pre_label_token,synonym,train,activation,1.9961422681808472,3.7467832565307617,18,345,accord,agree,209,hefty,substantial,89,:,predictive_token
pre_label_token,synonym,train,activation,0.9108067750930786,3.725231409072876,19,680,hazardous,dangerous,1499,overwhelm,overpower,87,:,predictive_token
pre_label_token,synonym,train,activation,-0.288729190826416,8.462626457214355,20,585,inevitable,unavoidable,5,fat,obese,87,:,predictive_token
pre_label_token,synonym,train,activation,-0.611991286277771,11.17054271697998,21,133,trench,ditch,783,productive,efficient,89,:,predictive_token
pre_label_token,synonym,train,activation,1.3422956466674805,3.5619683265686035,22,952,remark,comment,1388,mercury,venus,89,:,predictive_token
pre_label_token,synonym,train,activation,-0.6264848709106445,5.389214992523193,23,768,lone,solitary,275,circulate,distribute,88,:,predictive_token
pre_label_token,synonym,train,activation,1.550602674484253,4.4528961181640625,24,1882,race,competition,1470,marijuana,cannabis,87,:,predictive_token
pre_label_token,synonym,train,activation,0.36767256259918213,5.495779991149902,25,470,ruin,destroy,1693,intricate,complex,89,:,predictive_token
pre_label_token,synonym,train,activation,0.5397039651870728,6.485939979553223,26,515,experiment,test,43,commute,travel,89,:,predictive_token
pre_label_token,synonym,train,activation,-2.079517126083374,12.074999809265137,27,513,quest,journey,811,press,push,88,:,predictive_token
pre_label_token,synonym,train,activation,1.7169288396835327,1.8144700527191162,28,1302,fond,affectionate,1217,prove,demonstrate,91,:,predictive_token
pre_label_token,synonym,train,activation,0.6012526750564575,4.759334087371826,29,1602,parcel,package,1025,invent,create,89,:,predictive_token
pre_label_token,synonym,train,activation,-0.5090489387512207,4.833709716796875,30,1517,region,area,1356,dwelling,residence,89,:,predictive_token
pre_label_token,synonym,train,activation,0.6791553497314453,6.432899475097656,31,1291,chip,microprocessor,835,abrupt,sudden,88,:,predictive_token
pre_label_token,synonym,train,activation,-0.24459779262542725,7.521857261657715,32,1686,apt,suitable,606,perfect,ideal,88,:,predictive_token
pre_label_token,synonym,train,activation,0.01634526252746582,7.425002098083496,33,1142,full,packed,259,decide,choose,89,:,predictive_token
pre_label_token,synonym,train,activation,0.2904473543167114,3.679044246673584,34,1459,hug,embrace,1196,milestone,achievement,90,:,predictive_token
pre_label_token,synonym,train,activation,1.5609999895095825,4.863635063171387,35,1315,brilliant,genius,1362,fetch,retrieve,88,:,predictive_token
pre_label_token,synonym,train,activation,0.433127760887146,5.332826614379883,36,1995,routine,habitual,1915,writer,author,87,:,predictive_token
pre_label_token,synonym,train,activation,1.3546898365020752,4.479574680328369,37,1278,magic,enchantment,1067,forge,create,87,:,predictive_token
pre_label_token,synonym,train,activation,-3.1617271900177,15.268980979919434,38,88,graceful,elegant,1433,late,delayed,87,:,predictive_token
pre_label_token,synonym,train,activation,0.8515292406082153,4.563201427459717,39,1443,informal,casual,1944,disperse,scatter,91,:,predictive_token
pre_label_token,synonym,train,activation,0.8193763494491577,6.846958637237549,40,1417,partition,divide,153,tempting,alluring,87,:,predictive_token
pre_label_token,synonym,train,activation,2.598257064819336,1.6769165992736816,41,1476,annoyance,irritation,341,industry,business,90,:,predictive_token
pre_label_token,synonym,train,activation,0.621422529220581,6.351727485656738,42,1420,culmination,climax,1587,unbelievable,incredible,87,:,predictive_token
pre_label_token,synonym,train,activation,0.31565845012664795,4.689411640167236,43,596,sober,clear-headed,584,drop,fall,91,:,predictive_token
pre_label_token,synonym,train,activation,0.25230932235717773,6.732534408569336,44,905,costly,expensive,409,intimacy,closeness,88,:,predictive_token
pre_label_token,synonym,train,activation,1.8397893905639648,5.09509801864624,45,177,definitive,conclusive,1758,pride,arrogance,88,:,predictive_token
pre_label_token,synonym,train,activation,-0.27465593814849854,5.293388366699219,46,1922,beneficial,advantageous,1621,save,preserve,92,:,predictive_token
pre_label_token,synonym,train,activation,1.9977632761001587,2.1846885681152344,47,904,grit,tenacity,1927,lining,covering,87,:,predictive_token
pre_label_token,synonym,train,activation,0.8296123743057251,8.503446578979492,48,381,anxious,worried,96,poisonous,toxic,87,:,predictive_token
pre_label_token,synonym,train,activation,0.18009531497955322,6.497374057769775,49,1560,subject,topic,930,feel,sense,89,:,predictive_token
pre_label_token,synonym,train,activation,2.154158592224121,3.020775079727173,50,789,acid,sour,1746,elementary,primary,89,:,predictive_token
pre_label_token,synonym,train,activation,0.6950920820236206,3.2249231338500977,51,1547,spoiled,pampered,1497,pan,pot,88,:,predictive_token
pre_label_token,synonym,train,activation,0.06904804706573486,3.6682538986206055,52,870,ability,capability,1196,milestone,achievement,88,:,predictive_token
pre_label_token,synonym,train,activation,1.2423471212387085,3.931704521179199,53,1179,improper,inappropriate,1974,compassion,empathy,87,:,predictive_token
pre_label_token,synonym,train,activation,0.7818721532821655,5.635990142822266,54,1675,supernatural,paranormal,893,override,supersede,89,:,predictive_token
pre_label_token,synonym,train,activation,1.5904004573822021,3.9489693641662598,55,1906,liable,responsible,1206,identify,recognize,92,:,predictive_token
pre_label_token,synonym,train,activation,-0.21341705322265625,4.446011543273926,56,1626,flame,fire,1333,prohibit,forbid,89,:,predictive_token
pre_label_token,synonym,train,activation,2.7411065101623535,3.011037826538086,57,1170,measure,gauge,1567,tongue,palate,88,:,predictive_token
pre_label_token,synonym,train,activation,0.19216203689575195,5.383535385131836,58,627,derive,extract,64,borrow,lend,88,:,predictive_token
pre_label_token,synonym,train,activation,-0.2689816951751709,6.710479259490967,59,1058,vapor,steam,1409,radical,extreme,89,:,predictive_token
pre_label_token,synonym,train,activation,2.482943296432495,6.92594051361084,60,294,launching,initiating,1683,challenger,competitor,88,:,predictive_token
pre_label_token,synonym,train,activation,-0.6014869213104248,8.501811981201172,61,795,further,more distant,116,doll,toy,89,:,predictive_token
pre_label_token,synonym,train,activation,0.9343032836914062,5.034524917602539,62,718,war,conflict,532,time,moment,91,:,predictive_token
pre_label_token,synonym,train,activation,0.1404939889907837,4.369884490966797,63,1350,conquer,overcome,359,sole,unique,90,:,predictive_token
pre_label_token,synonym,train,activation,0.011716246604919434,8.288082122802734,64,1198,burn,ignite,34,powerless,weak,88,:,predictive_token
pre_label_token,synonym,train,activation,1.448722004890442,3.9444642066955566,65,1097,armed,weaponized,1068,apparel,clothing,87,:,predictive_token
pre_label_token,synonym,train,activation,1.364526391029358,4.347306251525879,66,664,lock,secure,509,dual,double,88,:,predictive_token
pre_label_token,synonym,train,activation,1.3151203393936157,3.3811569213867188,67,1725,hoop,ring,1989,celestial,heavenly,89,:,predictive_token
pre_label_token,synonym,train,activation,-3.472142457962036,15.20096206665039,68,1083,review,evaluate,874,extreme,intense,87,:,predictive_token
pre_label_token,synonym,train,activation,0.33285415172576904,7.4000420570373535,69,1735,feral,wild,1999,plat,map,88,:,predictive_token
pre_label_token,synonym,train,activation,0.43875908851623535,8.836417198181152,70,1036,country,nation,168,unnamed,anonymous,88,:,predictive_token
pre_label_token,synonym,train,activation,0.6486849784851074,3.1710896492004395,71,18,thesis,dissertation,1070,visual,graphic,90,:,predictive_token
pre_label_token,synonym,train,activation,1.0351372957229614,7.753922939300537,72,702,dispute,argument,653,hood,neighborhood,87,:,predictive_token
pre_label_token,synonym,train,activation,0.27639472484588623,5.159124851226807,73,1838,reach,attain,59,net,web,89,:,predictive_token
pre_label_token,synonym,train,activation,1.3542594909667969,6.835970878601074,74,781,diet,nutrition plan,22,question,inquiry,87,:,predictive_token
pre_label_token,synonym,train,activation,0.49717652797698975,5.37246036529541,75,234,portray,depict,1412,infectious,contagious,87,:,predictive_token
pre_label_token,synonym,train,activation,-0.7131065130233765,8.801977157592773,76,586,kernel,core,48,leaf,foliage,88,:,predictive_token
pre_label_token,synonym,train,activation,-0.5183466672897339,6.654939651489258,77,1783,accident,mishap,478,drift,float,88,:,predictive_token
pre_label_token,synonym,train,activation,-1.8883628845214844,10.635207176208496,78,1021,satisfactory,acceptable,737,gown,dress,88,:,predictive_token
pre_label_token,synonym,train,activation,1.2963588237762451,4.086503982543945,79,873,fold,crease,138,treasurer,custodian,90,:,predictive_token
pre_label_token,synonym,train,activation,2.1164071559906006,4.071590900421143,80,1544,infer,deduce,1111,damaging,destructive,88,:,predictive_token
pre_label_token,synonym,train,activation,-3.8680152893066406,14.560874938964844,81,761,regulate,control,1842,suppress,repress,92,:,predictive_token
pre_label_token,synonym,train,activation,1.2742438316345215,4.030683517456055,82,351,acceptable,agreeable,471,compact,small,88,:,predictive_token
